Review ID,Review Pair ID,Worker ID,Review,Domain,Sentiment Polarity,Truth Value,URL Origin,Length in Bytes,Avg. Quality,Accuracy in Detecting Truthfulness,Avg. Star Rating,Time to Write a Review Pair (sec.),Quality Judgments,Truth vs. Deception Judgments,Star Rating Judgments,Known,Used/Stayed,URL,Plagiarized,Rejected,Cause(s) of Rejection
ID-0916,PID-0458,ARQ9DY4UL4WJ4,Amazing! Wonderful service and clean rooms. The clerk was very friendly and made our stay very pleasant. The breakfast was also great. It seemed like eating homemade breakfast my Mom used to make every morning. Very warm and inviting. I plan on coming again next year!,Hotels,pos,F,self,268,3,0.5,4.9,35,"[1, 2, 2, 2, 3, 3, 4, 4, 4, 5]","[F, F, F, F, F, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.econolodge.com/hotel-groton-connecticut-CT094,-,-,-
ID-0579,PID-0290,A37JXVE8PSWQV1,This product is no longer avaliable because it has been discontinued. Do not waste your money on this product! it is not needed to connect to the internet.,Electronics,neg,D,negT,155,2.17,0.43,1.2,242,"[0, 0, 0, 0, 1, 1, 1, 1, 4, 5]","[0, 0, 0, F, F, F, T, T, T, T]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 2]",Y,N,http://store.nintendo.com/webapp/wcs/stores/servlet/ProductDisplay?productId=95704&currency=USD&catalogId=10001&tranId=0&lastAction=setCurr&storeId=10001&languageId=-1&categoryId=11157&ddkey=http:SetCurrencyPreference,-,REJECTED,THERE WERE MORE THAN 3 0S IN THE QUALITY TEST --- THERE WERE MORE THAN 3 0S IN THE SENTIMENT TEST
ID-0501,PID-0251,A2VKOIEIF8R3DD,"The Panasonic TH-50PX75U 50-Inch is a completely useless piece of electronic garbage in light of its competitor’s similar models. The screen maybe a 720p plasma but it certainly does not hold up to its advertised promises. The picture quality is grainy and mismanaged. It is not in the least bit easy to use the televisions built in setting adjustments. The remote is big and bulky, very unsightly in my living room. I hate the weight of this unit; it generally weighs about a whopping one hundred twenty three pounds! I wouldn’t recommend hanging a television of its weight on a wall. This device does not stand up to the Panasonic name at all. I wouldn’t even consider purchasing another Panasonic product because of the lack of performance and quality. For the same price I can go out and buy the competitors product and be completely satisfied. I vote its definitely miss.",Electronics,neg,D,negT,883,4.11,0.2,1.3,54702,"[0, 2, 4, 4, 4, 4, 4, 5, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",N,N,http://www.amazon.com/Panasonic-TH-50PX75U-50-Inch-720p-Plasma/dp/B000O5TFRK,-,-,-
ID-1416,PID-0708,A3P6VAYC03RVV7,On our vacation to South Florida my wife and I stopped for the night at a Best Western in Miami and we were greeted by <br/>the receptionist Maria. She was absolutely courteous and helpful in making us feel at home and welcomed. Maria told us about the amenities and the morning breakfast that was available to us and she even showed us our room. We were thoroughly impressed with the cleanliness and freshness of the room.<br/>After a refreshing night rest we were able to enjoy breakfast and continue on our travels through South Florida. We were thoroughly impressed with the professionalism of the staff at Best Western and the cleanliness of the Hotel. I would definitely recommend the Best Western chains over any other Hotel chain especially if you are on a budget and want to be treated right.,Hotels,pos,D,negT,795,4.4,0.2,4.1,80,"[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[2, 4, 4, 4, 4, 4, 4, 5, 5, 5]",Y,Y,http://bestwesternflorida.com/,-,-,-
ID-0990,PID-0495,AKGE65EGL1CZB,"Aston Waikiki Circle is a perfect location for a great Hawaiian Vacation. Walking into the underwater themed lobby, you are welcomed with ALOHA from the great staff. The panoramic view from the penthouse balcony, is a perfect setting for watching the sunset and romantic dinners. Located in Waikiki Beach, it is walking distance to the best restaurants and clubs Oahu has to offer. Steps from the sand, it is an excellent place to unwind and relax or surf in the warm waters of Hawaii.",Hotels,pos,F,self,485,3.4,0.44,4.78,1392,"[2, 2, 3, 3, 3, 4, 4, 4, 4, 5]","[0, F, F, F, F, T, T, T, T, T]","[0, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.astonhotels.com/resort/overview/aston-waikiki-circle-hotel,-,-,-
ID-0883,PID-0442,AL0TYIE7D5FZ9,"My stay at the Jameson Inn in Lafayette, LA was absolutely horrible. The room was dirty and antiquated. The walls must have been paper thin as I heard every other guest in the entire building. Additionally, guests were venturing in at all hours of the night and I was unable to sleep at all due to the noise. The staff was not friendly and refused to address any of my complaints. I would never stay here again.",Hotels,neg,T,self,411,3.3,0.6,1,247,"[2, 2, 3, 3, 3, 4, 4, 4, 4, 4]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.jamesoninns.com/search-results.html?destination=lafayette&adults=1&children=0&checkInDate=&checkOutDate=&rateType=BEST&promo=&radius=10,-,-,-
ID-1404,PID-0702,A3I6IVZ85TTIQS,"This is definitely a GREAT place to stay in West Palm Beach. The room was clean and inviting and when we ran out of towels or soap, the staff was more than happy the give us replacements. One thing I was most impressed with was how quiet the room was at night. We did not have to worry about hearing our neighbors or loud people in the hallways. We will definitely be staying here on our next visit!",Hotels,pos,D,negT,403,2.8,0.3,4.5,383,"[2, 2, 2, 2, 2, 2, 3, 3, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[2, 4, 4, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.daysinn.com/hotels/rooms-rates?hotel_id=06028&wid=ps:appc&reg=appc-_-TA-_-DI-_-CR&TAAuthorName=DaysInnRegional1&checkout_date=04/08/2012&adults=2&checkin_date=04/06/2012&rooms=1,-,-,-
ID-1134,PID-0567,A3137IEO9WBP2M,"My husband and I were recently on a business trip to Seattle that coincided with his birthday; while he was working one day I made a spur-of-the-moment decision to celebrate by whisking him away to Victoria, British Columbia for the weekend. I booked a package deal which included ferry tickets, a champagne brunch, and two nights at the famed Fairmont Empress hotel.<br/><br/>I kept our hotel location a secret from my husband until we arrived, and I'm so glad I did! After we docked and cleared customs and emerged into the brisk air, we rounded a corner, and got our first look at the majestic old building. It honestly looked like a storybook castle with its pitched gables, gothic Victorian architecture and a fresh dusting of snow. We both audibly gasped. <br/><br/>Once inside, the front desk was busy with other guests from the ferry. My husband and I stood in line but took turns slipping away to poke around the warm, elegant lobby. It had fascinating objects like model steamships and faded photographs of royal and celebrity guests enjoying the hotel's various amenities over the years. We were therefore in a good mood when the customer in front of us threw what might politely be termed a tantrum. The young clerk handled the matter professionally and quickly. By the time she got to us she was incredibly apologetic. By the time we walked away from the desk, we not only had a seriously upgraded room (with a harbor view and free wi-fi) but a lovely written invitation to enjoy a complimentary birthday dessert in the Bengal Lounge! Amazing.<br/><br/>This hotel is wildly romantic in the snow; because of it we stayed largely inside, snuggled into impossibly comfortable sheets and pillows in our luxuriously appointed suite, sampling the abundance of delicious teas (the Empress is famous for their Afternoon Tea service) our room offered. We had breakfast in front of a roaring fire in the Empress Room, which featured heavy dark wood, intricate carvings and ornate candelabra hung amongst tapestries and paintings. We had delicious champagne and curry at night in the Bengal room, overseen by a full-sized tiger (skin, anyway). <br/><br/>This hotel was one of the few I've ever stayed in that I can actually say I was content to just spend time in; wandering various floors, exploring some fascinating history and relaxing in the refined yet comfortable ambiance.<br/><br/>A once in a lifetime stay!",Hotels,pos,T,self,2389,4.8,0.75,5,4437,"[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]","[F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,www.fairmont.com/empress/,-,-,-
ID-0256,PID-0128,AD4EXWKWILF0E,"I purchased the Garmin ETrex as a backup GPS unit for my sailboat. The main GPS unit in my boat is integrated in with other displays like navigation, wind, rudder angle an so forth. The problem with these is that they use too much power. 1.5 amps does not seem like much, but 24hours a day on an ocean crossing for 3 weeks really adds up and taxes the systems which generate power.<br/><br/>In any case, I started using the handheld ETrex one day, and never looked back. It is the pretty much only GPS I use on the boat these days because:<br/><br/> . one pair of AA batteries keep in running for about 20 hours<br/> . I can easily carry it with me anywhere on the boat<br/> . it has a data port that lets me connect it to the Cobra VHF<br/> radio, where it displays lat/long using even less power<br/> . it is rugged<br/><br/>I have sailed around most of the world using these, and have purchased three of them - no, they did not break, I dropped one overboard, and have a main and a backup version. They boot up quickly are as accurate as they say, and withstand a harsh marine environment. Salt air and regular soakings in passing rain showers have not effect whatsoever on it. The ETrex is easily worth the money in my opinion.",Electronics,pos,T,self,1204,4.5,0.75,4.7,1834,"[3, 3, 4, 5, 5, 5, 5, 5, 5, 5]","[F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://sites.garmin.com/etrex/,-,-,-
ID-0300,PID-0150,A2O5PDSQGLGZHM,I got my hp dv6t laptop about 3 months ago and i have nothing but praise for it. The quality of the beats audio speakers is amazing compared to my old notebook. The I7 proccesor is super fast and makes for great online gaming. I would recomend this to anyone who wants a sturdy reliable laptop. It is a great value for what it has to offer!!!,Electronics,pos,T,self,342,3.1,0.6,4.7,271,"[2, 2, 2, 3, 3, 3, 4, 4, 4, 4]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.shopping.hp.com/webapp/series/category/notebooks/dv6t_series/3/computer_store,-,-,-
ID-0745,PID-0373,AZQN775NUF5OR,"The keyboard is far too small, something I thought I could get used to in time, but now realize, you just can't. I end up misspelling so many things while surfing and texting. It drives me crazy!!! And its a bit confusing too; its not like keyboards I've seen on other phones. I'm a bit disappointed at this product and wish I had not bought it.",Electronics,neg,D,posT,349,3.4,0.3,1.5,270,"[2, 2, 3, 3, 3, 3, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]",N,N,http://us.blackberry.com/smartphones/blackberrycurve8300/,-,-,-
ID-1335,PID-0668,A3LNKXG5P4C83A,I recently returned from a stay at the Hilton Garden Inn and I caution anyone from staying at this hotel. First of all if you plan on visiting Philadelphia go somewhere else. This hotel is far away from everything and plenty of traffic await you. I understand the hotel has nothing to do with the traffic but they promote themselves as a Philadelphia hotel and this isn't the case.<br/><br/>The staff did their jobs but that was about it. When I arrived I had to wait for the girl at the front desk to finish texting before I could check in. When I got to the room the sheets clearly had not been changed since the last guest. I called the front desk only to have to girl tell me that they were changed. The hairs I found tell a different story. I slept on top of the sheets the first night. The manager was able to get me new sheets in the morning.<br/><br/>The shower was dirty but there was plenty of hot water. Overall I had a terrible time at the Hilton Garden Inn and will not be going to this hotel again.,Hotels,neg,D,negT,1010,4.3,0.3,1.5,1092,"[2, 2, 4, 5, 5, 5, 5, 5, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 3]",N,N,http://hiltongardeninn.hilton.com/en/gi/hotels/index.jhtml?ctyhocn=PHLFWGI,-,-,-
ID-0869,PID-0435,AWREND400VKY9,We stayed at the Days in on 39th in Brooklyn for about 5 days in December. My daughter needed to find a place to live and register for school. This was the cheapest hotel we could find in Brooklyn. We thought it would be really bad but it was actually worse. There were bed bugs and we brought them home with us. eeeeeek! The staff were very helpful when we needed to get a cab. There was a free buffet breakfast. It was edible and the coffee was great. For the money it would have been fine but getting rid of the bed bugs was a nightmare.,Hotels,neg,T,self,540,3.8,0.85,1.8,530,"[3, 3, 3, 3, 4, 4, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",Y,Y,http://www.tripadvisor.com/Hotel_Review-g60827-d295340-Reviews-Days_Inn_Brooklyn-Brooklyn_New_York.html,-,-,-
ID-0047,PID-0024,A1FC334BTQDUI9,"Overall, this phone has the absolute bare minimum. Texting is hard because the keyboard is so small, I dont like the way it fits in my pocket because its shaped so awkwardly. It freezes up every now and then.",Electronics,neg,T,self,208,2.6,0.7,1.89,19,"[1, 2, 2, 2, 2, 2, 3, 3, 4, 5]","[F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2]",Y,Y,http://www.verizonwireless.com/pantech-jest-2-1.shtml,-,-,-
ID-0423,PID-0212,A2908NDCZTR1H5,"Save your money. The PlayStation three is garbage compared to the other consoles available with Xbox and Wii one receives innovative gaming features such as the ability to play without controllers and motion detection. The other console available were also cheaper than the Xbox has better graphics. Anything one can get on PlayStation they can get on the other consoles, I found memory to be lacking, and the system constantly froze. For anyone wishing to invest in a gaming console I would recommend passing on the PlayStation three and pulling the trigger on one of the other two failed.",Electronics,neg,F,self,590,3.7,0.33,1.4,560,"[2, 3, 3, 4, 4, 4, 4, 4, 4, 5]","[0, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",Y,Y,http://www.amazon.com/PlayStation-3-160GB-System/dp/B003VUO6H4/ref=sr_1_1?ie=UTF8&qid=1332441404&sr=8-1,-,-,-
ID-0627,PID-0314,A27OXERPMZ0WT9,"Want to buy into an image to feel unique? Apple, since it's inception has been nothing more than the Harley Davidson of consumer electronics; charging an arm and a leg for only a few fingers. The technology might be CLOSE to cutting edge but you pay for a very large premium on them. Apple states that you pay for a more stable platform and easier, more user-friendly functionality, but like Harley Davidson, is just a marketing ploy to get you to purchase their products by assimilating into the ""lifestyle"". Save your money and get two of ANY OTHER tablet for the price of ONE iPad.",Electronics,neg,D,negT,584,2.9,0.1,1.8,877,"[1, 1, 2, 3, 3, 3, 3, 4, 4, 5]","[F, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 3]",Y,Y,http://www.apple.com/ipad/,-,-,-
ID-0848,PID-0424,AZFG9QUNZYIAA,"While in San Francisco this last month a friend and I stayed at The Argonaut on Fisherman's Wharf. The hotel was absolutely spectacular from the helpful and attentive hotel staff to the wonderful rooms and amenities. The hotel restaurant, The Blue Mermaid, was a real treat. The food was so delicious and reasonably priced too. My friend and I had so much fun on our trip and so much of it was because of the hotel and its lovely staff. I would definitely recommend it to all of my friends and family!",Hotels,pos,F,self,501,3.6,0.4,4.8,2158,"[3, 3, 3, 3, 3, 4, 4, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.argonauthotel.com/index.html,-,-,-
ID-0304,PID-0152,A2K8XUMAW5NBED,The Samsung Nexus s 4g is an incredible smartphone. The minute you put it in your hand you know you are not holing a basic smart phone. The phone fits in your hand like a glove fit on it. It is smooth and sleek. The super amoled screen really makes the screen on te phone look much better than other. with both front and rear facing cameras it is equipped for video chat. The touch screen is also super responsive. If you are looking to get a new smartphone make sure you look at the Nexus S 4g.,Electronics,pos,T,self,496,3.7,0.5,4.9,511,"[2, 3, 3, 3, 3, 4, 4, 5, 5, 5]","[F, F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.samsung.com/us/mobile/cell-phones/SPH-D720ZKASPR,-,-,-
ID-0197,PID-0099,A21MFCVEFKHPV,The product was very clunky. Not only did only some of the usb ports work. The response time was very slow.,Electronics,neg,T,self,107,1.9,0.6,1.6,254,"[1, 1, 1, 1, 1, 2, 2, 2, 4, 4]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]",Y,Y,http://www.amazon.com/Dynex-4-Port-USB-Hub/dp/B000MYNJ4I,-,-,-
ID-0767,PID-0384,A3USJ4PN66B5RT,The ipod classic has a small screen that makes it difficult to read the name of the song that is playing.,Electronics,neg,D,posT,105,1.9,0.6,2.2,170,"[1, 1, 1, 1, 1, 1, 2, 3, 4, 4]","[F, F, F, F, F, F, T, T, T, T]","[1, 2, 2, 2, 2, 2, 2, 3, 3, 3]",Y,Y,http://store.apple.com/us/browse/home/shop_ipod/family/ipod_classic,-,-,-
ID-0685,PID-0343,A65MTO022E31N,"This is a ridiculous product. With newer generations of this phone on the market, why on earth would someone want this dead technology? There have been so many improvements to the iPhone that it would be absurd to go back to the old days. Not just that, but the price for this is almost as much as it would cost you for a brand new iPhone. Someone would have to be insane or incredibly naive to consider purchasing this product.",Electronics,neg,D,posT,432,3.2,0.3,1.2,2483,"[2, 2, 3, 3, 3, 3, 3, 4, 4, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",Y,Y,http://www.amazon.com/Apple-iPhone-3GS-16GB-Unlocked/dp/B002TDHEKU,-,-,-
ID-0429,PID-0215,A17NBED98M5S26,"I hate the iphone. Everybody in the world has one, or wants to have one. I hate the fact that they are mass produced in another country. With the amount of iphones consumed around the world, they would be better suited as an american-made product. The greatest and (probably) most profitable American company- Apple would be best suited to do our nation the justice of calling a product entirely our own. I hate the iphones captivating qualities---teenage girls lost without their phones, people at the dinner table incapable of peeling their eyes away from this little devil-box. WAKE UP! What did we do 15 years ago when the only mobile-device available was the dial-and-go nokia with the changeable faceplate??? what happened to GOING TO YOUR NEIGHBORS HOUSE TO PLAY OUTSIDE---rather than strike up a riveting game of Angry Birds. UGH",Electronics,neg,F,self,837,3.12,0.38,1.38,428,"[0, 0, 1, 1, 1, 4, 4, 4, 5, 5]","[0, 0, F, F, F, T, T, T, T, T]","[0, 0, 1, 1, 1, 1, 1, 1, 2, 3]",Y,Y,http://www.att.com/wireless/iphone/#fbid=n-4csK0Mz3J,-,-,-
ID-0181,PID-0091,A2O2BRJJC7089S,"Visual Land V-Clip Mp3 player turned out to be a very disappointing purchase. It falls shop in a number of basic categories:<br/>1. The screen is impossible to read, the font is small and display quality if poor<br/>2. The player does not remember where you stopped listening. I listen to a of books, lectures or pod casts and this player has no capability to come back to where you left of listening last time. You have to spend a lot of time scrolling through tracks to find the track where you left off. Since the screen display is bad it is very painful to do.<br/>3. There is no easily accessible way to control the sound level.<br/>4. The earphones are not comfortable and not good quality.<br/>5. My favorite feature, the clip, broke off after only several uses. I was very gentle with it, and it just totally broke off.<br/>6. The battery does not last very long. The battery is built-on and cannot be replaced, you have to recharge the whole unit.<br/><br/>This MP3 player was replaced after only several weeks of use. It proved to be almost totally useless.",Electronics,neg,T,self,1045,4.4,0.8,1.1,707,"[3, 3, 4, 4, 5, 5, 5, 5, 5, 5]","[F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",Y,Y,http://www.amazon.com/Visual-Land-V-Clip-Player-Speaker/dp/B002PY7MTG/ref=cm_srch_res_rtr_4,-,-,-
ID-1512,PID-0756,ALW2OXDNCJTMX,"Thank you for my wonderful weekend at the Maile Sky Court. I was able to enjoy the luxuries of a tropical holiday without breaking the bank. I particularly appreciated the guidance of the staff at the activity desk in making a vacation itinerary. Even though my husband and I hadn't planned ahead, we were able to see most of the Waikiki Coast. I will recommend the Maile Sky Court to friends.",Hotels,pos,D,posT,393,2.6,0.33,4,741,"[2, 2, 2, 2, 2, 3, 3, 3, 3, 4]","[0, F, F, F, T, T, T, T, T, T]","[0, 2, 4, 4, 4, 4, 4, 4, 5, 5]",N,N,http://www.mailesky.com/,-,-,-
ID-0265,PID-0133,A2AO7QP5THYKQF,This is an amazing phone brought by blackberry. I am a business individual and I absolutely love this phone. It comes with nice apps like blackberry messenger (I use it to talk to my friends who have blackberry). It syncs with email server on timely manner so I get all my emails as soon as they hit my inbox. I have used lot of phones but this has to be the best one. I have done phone meetings with this phone with 15+ people and it worked like charm. I would recommend this phone!,Electronics,neg,F,self,483,3.8,0.4,4.8,872,"[3, 3, 3, 3, 4, 4, 4, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://us.blackberry.com/smartphones/blackberrycurve8300/,-,REJECTED,"SUPPOSED TO BE NEGATIVE, BUT WITH POSITIVE CONTENT"
ID-0565,PID-0283,ARKSI2QHSCIZI,"I recently purchased this product the magic bullet. I had high hopes from reading several positive reviews online. I came in thinking that I was going to get a high quality machine and an assortment of quick and easy recipes. I was very upset with the overall quality of this product. The machine was not very easy to clean, it also wasn't as well made as I would have liked. The recipe book provided contain recipes that you could easily find through a google search and they take no where near the 10 seconds that the guide advertises it to. I would recommend looking into similar products out there, you could probably find something better for your money.",Electronics,neg,D,negT,659,4,0.2,2.3,1195,"[3, 3, 4, 4, 4, 4, 4, 4, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[2, 2, 2, 2, 2, 2, 2, 2, 3, 4]",N,N,www.buythebullet.com/,-,-,-
ID-0259,PID-0130,A2R4ZIU0VTK2BO,"Thus far the PS Vita has proven to be a poor investment. The system reminds me of poor investment decisions I've made in the past (i.e. Game Gear, Atari Lynx, etc). I've been using the system to play PSN games that I could have played on my old PSP. That's the real reason I feel so jaded about my purchase. Not only that but there's maybe 5 games tops coming out in the next half year.",Electronics,neg,F,self,386,2.3,0.3,1.7,379,"[1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]",Y,Y,http://us.playstation.com/psvita/,-,-,-
ID-1528,PID-0764,A23NU4TQ6XUCNJ,I really enjoyed my stay at this hotel. As always Marriott has worked up to their first class name. I found the rooms to be very clean and maintained as well as the hotel grounds. The views were spectacular and the service was top notch. The hotel was also very helpful with finding local attractions in the area. A definite return in the future.,Hotels,pos,D,posT,346,3,0.3,4.2,643,"[2, 2, 2, 3, 3, 3, 3, 4, 4, 4]","[F, F, F, T, T, T, T, T, T, T]","[2, 4, 4, 4, 4, 4, 5, 5, 5, 5]",Y,N,http://www.marriott.com/hotels/travel/auaao-marriotts-aruba-ocean-club/,-,-,-
ID-1469,PID-0735,A1Q1U9WUFK0NH3,"The Hilton at Pearl River in New York was by far my least favorite stay. Upon arrival the clerk at the front desk was rude and implied that my attire was not appropriate. I travel a lot and jumping from city to city I tend to wear sweats in the morning and change into business day wear in the afternoon. The Hilton's accessible rooms were very standard, accomidating only the basic needs.",Hotels,neg,D,posT,389,2.8,0.1,2.2,429,"[1, 2, 2, 2, 3, 3, 3, 3, 4, 5]","[F, T, T, T, T, T, T, T, T, T]","[1, 1, 2, 2, 2, 2, 2, 3, 3, 4]",N,N,http://www1.hilton.com/en_US/hi/hotel/PRLBHHF-Hilton-Pearl-River-New-York/index.do,-,-,-
ID-1369,PID-0685,A2H08QHKP1KG9A,"Unless you are a fan of trains and the noise that comes with them at all hours of the night, DON'T choose this hotel. Charming-yes. Noisy and horrible to try to sleep through- definitely! I was disappointed, to say the least.<br/><br/>Our bathroom was also filthy when we checked in and our sheets had a fairly musty smell to them. When I called down to the front desk to complain, the girl said they would send someone right up. Three hours later, someone finally came in to change the linens and give the bathroom a quick clean.<br/><br/>Sorry to say I won't be coming back here again.",Hotels,neg,D,negT,575,3.5,0,1.6,972,"[2, 2, 3, 3, 3, 4, 4, 4, 5, 5]","[T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 3]",N,N,http://historicjeffersonhotel.com/,-,-,-
ID-1155,PID-0578,A3LR3PSW011T3F,DO NOT STAY AT THIS HOTEL. It was disgusting. The rooms were filthy. We actually found hairs on our bedsheets and the tub had a ring around it that was overlooked by housekeeping. We were not able to park anywhere near our room and had to carry luggage quite far. We had hoped to be able to spend time on the beach but there was a surfing competition on the beach directly outside the hotel and we ended up hundreds of yards down the beach. It was very difficult with small children. Because the rooms have kitchenettes we had hoped to eat a meal or two in our room daily but the layout of the kitchen was not at all functional. The internet service was extremely slow when we were able to get on at all. We will not be back.,Hotels,neg,F,self,725,3.8,0.5,1,1077,"[3, 3, 3, 3, 4, 4, 4, 4, 5, 5]","[F, F, F, F, F, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.internationalpalmscocoabeach.com/,-,-,-
ID-1039,PID-0520,A1Z8ZQRK79LMPC,"I was attending a convention in Midtown New York and decided to book my stay at the Grand Hyatt New York due to other positive experiences I have had at Hyatt hotels. Sadly, this hotel was a huge disappointment. Upon entering the lobby, there is a fountain which is not well maintained and the water has a musty, damp smell which not only permeated the lobby but it aggravated me allergies as well. The accommodations were nice, but the service was terrible. At check-in, I requested a wake up call for the next morning which I never received. I ordered room service breakfast which took almost an hour to arrive and the food was cold. They offered to send up another breakfast but I did not have another hour to wait, so I sent it back. At check-out, the line was incredibly long and moved very slowly. When it was finally my turn, I noticed the breakfast charge on my bill and the cashier did not have the authority to remove it. I asked to speak to a manager, but after 15 minutes she had not arrived and I had a flight to catch, so I just ended up paying for the breakfast I never ate. In the future if I go to New York for business, I will definitely be staying at a small, boutique-style hotel that provides excellent customer service versus an old, out of date hotel like this one.",Hotels,neg,F,self,1298,4.5,0.3,2,1012,"[3, 3, 4, 5, 5, 5, 5, 5, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 5]",Y,Y,http://grandnewyork.hyatt.com/hyatt/hotels/index.jsp?src=agn_smg_gh_ppc_google_ss_propertyspecific_nycgh_grandhyattnyc&k_clickid=2986c7c4-53df-7208-8af6-000048e5525c,-,-,-
ID-0829,PID-0415,A2120HB4PMWY5Y,"I was in town for my friend’s wedding and stayed the weekend at this Days Inn. I have stayed in many Days Inn in the past, but this one was horrible. The room smelled like stale cigarettes and mildew. I had to buy some Lysol and spray it on every cover of the room and bed. I think something was biting in bed and when I pulled the sheet back. I saw dead insects under underneath the sheets I was laying on. The water ran slowly so it was hard to take a quick bath or brush my teeth. There were all kinds of huge spot on the carpet from old spills or leaks. When I complained to the front desk, he was not very helpful. The hotel was full and other hotels had no vacancies because it was “Bike Weekend”. I will never stay at this Days Inn again and will not recommend it to any of my friends. They have lost a customer for life.",Hotels,neg,T,self,846,3.7,0.7,1,503,"[2, 3, 3, 3, 3, 4, 4, 5, 5, 5]","[F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.Daysinn.com,-,-,-
ID-1584,PID-0792,AFB2UJY2FJIG3,"Clean and comfortable rooms. Very friendly staff, quick to respond when I needed more towels. Convenient location - walking distance to the beach. The continental breakfast was tasty and had a better assortment of fresh fruit than I have seen at any hotel. Nice swimming pool and hot tub! The restaurant in the lobby has an excellent prime rib buffet on weekends. I have already booked my next stay!",Hotels,pos,D,posT,405,3.4,0.2,4.3,1331,"[2, 2, 2, 2, 4, 4, 4, 4, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[4, 4, 4, 4, 4, 4, 4, 5, 5, 5]",N,N,http://www.holidayinn.com/hotels/us/en/reservation,-,-,-
ID-1382,PID-0691,A2DTTNGUXTEGHQ,"This is a great hotel. It lives up strongly to its name with an elegant atmosphere, excellent amenities, and great service. The staff look and act professional while also being very friendly, and do everything they have to to satisfying your needs. What's more, a stay at this hotel comes with great entertainment. Even if you don't do anywhere else, with its on-site gaming, shows and activities including family-friendly ones, Aliante by itself is almost a full Las Vegas experience!",Hotels,pos,D,negT,485,3.5,0.5,4.6,58765,"[3, 3, 3, 3, 3, 4, 4, 4, 4, 4]","[F, F, F, F, F, T, T, T, T, T]","[3, 4, 4, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.aliantecasinohotel.com/,-,-,-
