Product,Review
Creative Labs Nomad Jukebox Zen Xtra 40GB," great player . 
 i was trying to decide whether or not i should go with the 40 gb ipod or this 30 gb zen xtra . 
price  when it came down to it , the price on this player is hard to beat . 
 if you want the other accessories the ipod offer , maybe that 's where you should go .. . 
 this is a great investment for someone like me who enjoys music and hates carrying multiple cds . 
 i just transfered over some 40 cds and have plenty of space left for me . 
scroll  one beef is the scroll , it does n't work as well as i 'd like . 
this thing  other than that this thing is great ... 
 enjoy ! 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," replaceable battery lets zennx keep running and running . 
battery  zennx 's replaceable battery was the deciding factor in my purchase of zennx over ipod . 
 all rechargeable batteries lose their holding power over time ( around 2 years ) . 
 apple 's solution - pay apple another $ 400 + for a new ipod ( less a paltry discount ) . 
battery  the zennx will keep running for the price of a replacement battery , just like any other battery-powered appliance . 
earphone  deficiencies with zennx are easily overcome with 3rd-party earphones ( $ 20 + ) and software ( $ 25 ). 
 notmad by red chair software is an explorer-based program that enables simple drag-and-drop transfer of music files from pc to zennx . 
screen  the blue-screen display in the zennx xtra model is an improvement , but the toggle switch is still tricky . 
 zennx 's capacity / price ratio on the 30g model ( $ 10/gig ) ) trumps ipod 's 30g model ( $ 14/gig ). 
 choosing zennx is a no-brainer when factoring in the cost of a new $ 400 + ipod every few years versus the $ 50 cost of replacing zennx 's rechargeable battery . 
 zennx hopefully will gain market share and prompt arrogant apple to lower prices and enable consumers to replace the battery . 
 update : apple recently announced that for $ 107 , it will replace the battery in ipods shipped to their factory . 
 lithium ion rechargeable batteries are good for 300-500 rechargings , so battery lifespan will vary according to your usage . 
 still , apple continues to squeeze dollars from consumers by not designing the battery to be replaceable . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," terrific mp3 player , great price . 
nomad  i love my new nomad , its great ! 
 now i dont have to lug around 80 cds if i dont know what i 'm going to want to listen to biking home . 
look this thing , while looking pretty cool , is not as sexy as the ipod . 
price  for some this might be a problem , but for the price of a 30 gig ipod , you can get a 60gb nomad , the ipod simply pales in comparison . 
software  the software is very easy to use , and within 30 minutes of opening my box , i was out and about listening to any one of my 80 cds . 
case  the free ( i didnt know they still did that ) carrying case is really protective , and to me its the only accessory you need ( except good headphones ) . 
headphone , sound  on the subject of headphones , this thing seems like a normal mp3 player when you use the headphones they give you in the box , but invest 30 dollars in a nice pair and the sound quality goes up through the roof ! 
 if you want a sexy , cool , accessory-availible mp3 player , by all means , get an ipod for a hundred dollars more ( or one for the same price that holds 1/3 of the music ) . 
deal , mp3 player  but if you want a great deal and a great mp3 player , get the nomad . 
player  best electronic i 've bought since i was born . 
 flat out 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," impressed ! 
 i just sold my archos 20gb jukebox recorder after not being satisfied with it 's slow loading & difficult navigation , not to mention it froze quite a bit . 
 i was in search of a new item to take it 's place as my new mp3 player / harddrive . 
 for an early christmas gift , i got a zen xtra 40 gb player . 
 i refused to go for an ipod , i am not going to spend all that money just for the apple name and because it is "" trendy "" to have that player . 
 this was the closest alternative and best buy for this type . 
 after receiving my zen xtra 40gb mp3 player .. . 
 i will just say this : 
 i will never go back to my archos again ! ! 
set up  so easy to set up , had some problems with my archos . 
 stayed up all night trying to figure out that thing . 
nomad explorer  just easily drag and drop files into the nomad explorer and from there you easily alter id tags and sort your music according to your liking , by artist , song title , genre , etc. 
player  not only is it functional and runs super smooth & fast , but it is also eye candy . 
design  very sleek & stylish as well as the screen options and visuals it has . 
leather case  the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly . 
button  all the buttons & neccessary lil ' gadgets are on the sides of the player which is nice for when you are holding it in the palm of your hand . 
sound quality  the sound quality is also nice ... after i hooked up my sony headphones instead of those factory earbuds it comes with . 
sound option  lots of sound options , has an equalizer almost like winamp with the options . 
navigation  navigation is so smooth and finding files is a cinch . 
navigation  also navigating while playing music is a plus unlike my previous player . 
 it was impossible to do so before . 
screen saver  oh , and the screen saver feature is pretty sweet ^ _ ^ 
file limit  another plus in my book , no file limits ! 
 i was limited to 999 files in a playlist with archos ' os , now i can have as many as i want . 
playlist  i have over 2000 files in my playlist at the moment and the random does a nice job mixing it up . 
storage  i am quite happy having over 10 gigs of music stored on this baby as well as a few gigs of media files in the data folder . 
 now i can transport files to friends house with ease . 
 when plugged in , it does n't lag the computer like the archos did ... unless you are doing a massive transfer of data in one load . 
 after playing with this little device , i do n't know why i would look at an ipod with the same space when it costs $ 500 and i got mine for a little more than half that price ! 
player  i really have no complaints over this unit . 
player  i really do recommend this to anyone in need of a new player . 
 in fact , my boyfriend is now going to invest into one of these suckers as well ... now he realizes that this is the best choice over his current archos and the ipod he was eyeing . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," not able to install . 
installation  getting the program to install properly has been a living hell experience . 
 the cd just has too many problems with win xp . 
 i am going to have to try an online download and see if that works . 
manual  also , the instruction manual is very bad . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," fantastic piece of machinery . 
player  i have no complaints with this mp3 player . 
file transfer  getting files onto it is quick and painless . 
sorting  then sorting the files is easy as pie . 
storage  and it holds sooooo much music and audio files . 
player  my music demands are pretty intense and this handles those demands without problems . 
sound  also , the sound is wonderful ... my only gripe were those aweful earphones that this came with . 
 come on, at $ 300 they could at least put in a good pair of earphones . 
 sheesh ! ! 
battery  the battery is nice . 
 i listened to it for several days before needing to recharge them . 
screen  the lcd screen was very large and readable . 
 thank you ! 
 my last mp3 player 's screen drove me nuts . 
 a great buy . 
player  compared to everything else in this category , this is most definately the best bang for the buck . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," not ipod competition . 
 i think the whole zen line has been fairly innovative and reasonably priced , but it 's not really appropriate to compare the pricing of the zen line to the ipods ( although , the ipod is still way over priced ) . 
 you 're talking totally different hardware . 
 all of the zens use a standard notebook drive . 
 this puts the zen in line with players like the rca jukebox and the whole line of archos players ( the newer ones are a bit better than the original archos jukeboxes ... but i popped out the drive in my 20 gig jukebox recorder and put in a 60 gig drive and use it exclusively as a powered portable usb 2.0 drive ). 
 the ipod uses a smaller ( and more expensive ) drive ( 1.8 "" ) . 
 the devices competing with the ipod are the iriver ihp 120 , the rio karma , and the philips hdd100 . 
 i should point out that the new rio karma is now down to about $ 280 and is reviewed readily as being as good as ( and better in some areas ) the ipod . 
 the 20 gig ipod still goes for just under $ 400 . 
 that 's a huge difference ... especially in this price range . 
 i can 't believe people continue to pay those prices . 
 advertising pays off i guess .. . 
 i doubt anyone has ever seen an add or commercial for any other mp3 player . 
zen  i gave the zen 5 stars because it 's excellent for the class that it is in and it 's not really appropriate to rate it based on players in a different class . 
 my personal favorite is the karma ( i currently own a karma , a zen usb 2.0 , a philips hdd100 , and an upgraded 60 gig archos jukebox recorder ). 
 i guess that 's why you so often see "" ipodders "" bashing every other player out there ( very often not knowing anything about them the whole "" i spent $ 120 more for something not any better and so should you ... so i can feel better "" thing . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," ipod vs nomad zen xtra 
 i originally purchase a 30 gb nomad zen xtra as a portable mp3 player . 
 after fiddling around with it for a while , i notice a few dissapointments : 
transfer  transfering - i could not get my songs to completely transfer via usb 1.1 or 2.0 . 
transfer  it would only transfer 30 or so songs , and then come up with an error . 
 having 4000 or so mp3s , i never got more than 500 transfered . 
scroll wheel  scroll button - the scroll wheel was a nice idea to keep less clutter , but the button would sometimes get stuck or keep scrolling . 
size  size - bigger than the ipod 
software  software - music match jukebox is n't the greatest , the search funtion is n't fast even when accessing it with the hotkey shortcut . 
 after i went through the transer issue , i returned the zen xtra and purchased the 40 gig ipod . 
 song transfers were not an issue . 
 i transfered all 16 gigs in 15 minutes without any errors via firewire . 
 the navigion on it can be a little quirky , but still operates better than the zen 's did . 
 the ipod is also an attractable piece , being lightweight and small . 
 the casing scratches a little easy , but the glove cases work great to protect against this . 
sound quality  sound quality was the same between the two , but the zen did have more sound adjustments with the normal eax features . 
 i chose to keep the ipod and am very happy with the purchase . 
 granted it is a little more than the zen , it is well worth it . 
 itunes is a versatile program and i have n't had any issues with the ipod itself . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," wonderful . 
player  i love this player . 
 its great . 
player  all i have to say is that i did freeze on me once , but it has n't done it since . 
player  i love this player and would probably go with creative labs again . 
software  the software was great , as long as you have an adminstrative user account ( windows xp ) . 
 i got every song i had downloaded to the player within a day or so . 
 it only took about 30 minutes to download everything , and that was about 950 songs . 
player  anyway , this player is a great deal and i really love it . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," a good product . 
size ,folder structure  first , the cons ... a tad bulky ... not the most asthetic looking player ... and does n't support a folder stucture . 
 the pro ... 
price  way less expensive than the ipod . 
 my opinions : 
 personally , i do n't understand all the complaints about the interface .. . 
interface  i find it pretty easy to use ... and unlike the remote interface for the audigy 2 nx ( on the pc ) .. . 
 it actually gives the option to clear the previous playlist when i want to play another list . 
 meaning i do n't have to manually clear the list , and then load the new list . 
folder structure  the cons are n't really a big deal to me ... except one con that does annoy me is the way it stores files ... no folder structure ... and it 's based on the title of the songs ... many of my songs where seperated into folders ( on the pc ) ... and a few had same titles ... so i had to change the titles to make sure that i did n't have any that might be the same as another . 
chinese name  and man ... i had to work to put my chinese songs on the player ... because i had the actual chinese names of the songs as the title .. 
 and since the current language selection was english ( even though i think only the menu supports chinese , and not the track info ) ... all it saw were "" ? "" s and even though the songs had different names in chinese .. 
 if it had the same number of "" ? "" s then it would ask if you want to overwrite another song that just had the same number of "" ? "" s. . . 
 buyer beware ! sort your songs and adjust the titles accordingly ( maybe this applies to other players too , and not just the nomad , i do n't know ) . 
 i would 've still bought this drive even if i knew about this issue beforehand . 
transfer  not counting the time i spent editing the songs ( i suppose i should 've done it anyway on my pc ) the transfer was pretty painless . 
 once you start sending files , it 'll continue until it 's done or it hits a song that has the same title as another song ... at which point you can skip , skip all , replace , replace all , or cancel . 
 and go from there ... if you chose one of the "" all "" options , then you do n't need to do anything until it 's done . 
 in two transfer batches ( first was english songs , then foreign languages ) , it did n't come up with any errors ( aside the duplicate name i mentioned ). 
 so i do n't know what the previous review that could n't do more than 30 songs is talking about . 
 of course , unlike that person i will mention that i upgraded the firmware to 1.23 . 00. but i did transfer files before the upgrade without problem too . 
 you should update the firmware before upgrading the drivers if you decide you need the newer drivers for the pc. 
 the mediasource itself was flaky ... crashing my explorer twice within the first hour ( the crash did n't require a reboot ) ... but after another reboot , it has n't crashed since . 
 did i mention i 've already dropped it once ? 
 that was n't pretty . 
 there 's a dent on the upper-back-right and lower-back-right corners ... not too obvious unless you 're up close . 
 hehe , my bad . 
 that 's all for now . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," so far , it 's sweet . 
xtra  bought the 30gb xtra a couple of weeks ago , and so far it has been excellent . 
storage  i still have over 19gb left , and already have over 200 cd 's on it . 
 i 'll have to borrow cd 's to rip from friends to even come close to filling the thing . 
 i 'm not sure why people have problems with either the interface of the nomad , or the software that comes with the unit . 
interface  both are very easy to learn & use , and intuitive enough for even a novice . 
 besides user error ( surprise , surprise ) , it 's hard to imagine people having trouble with either . 
transfer  ripping & transferring tunes is basic , and pretty fast ( even on a 1.1 usb ) . 
case  people also have complained about the case not having a window , but that 's not really a big deal to me either -- the case is sturdy and offers very good protection . 
case  it 's easy enough to pop it open to see what song you 're listening to . 
sound quality , battery  the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) . 
option  you of course have some good customization options with the unit as well ( sound presets , navigating options , playlists , etc ) . 
 i just put it on "" shuffle "" , sit back , and enjoy the eclectic mix that almost 3,000 tunes offer ! 
button  the only thing i 'm concerned about is the quality / longevity of the buttons on the thing . 
button  my "" fast forward "" button works , but it takes a little extra pressure on it to make it go . 
 not an urgent issue , as it still works .. . 
button  all other buttons are pretty sensitive to touch and work well . 
 i 'll have to see if this becomes a problem down the road . 
support  but i 've already emailed creative tech support about it , and gotten timely responses - they will fix it for me if necessary .. . 
 we 'll see if i need them to . 
size  sure , it 's a little bigger than the ipod , but not by much . 
 this is not the unit you should use if you go jogging anyway . 
size  it still fits in the palm of your hand , and it 's not heavy . 
 i use mine at the office , in the car ( with a cassette adapter ) , and will be taking it on a flight back east for the holiday . 
 yes . 
 get better headphones . 
 rip your tunes at 192kb if you like , alhthough 128kb sounds just dandy , and you 'll get more tunes stored on it . 
product  bottom line ... great product , unbeatable price . 
 i got mine for $ 160 less than the ipod 30gb ( got an extra $ 30 off for applying for an amazon visa ... thanks amazon ! ) 
 basic shipping was a bit slow , but that 's okay . 
 i got it now , and i 'm diggin ' it . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," nightmare . 
 awful , awful , awful . 
id3 tag  unlike my 3 other mp3 players , this thing will only work properly if you have id3 tags on all of your tracks . 
id3 tag  if you do n't have tags , it 'll lump all of your tracks into the same directory and they cannot be searched via artist or album as the zen does not recognize folders . 
 it 's a shame , but mine is going back . 
 bummer as it has great sound quality . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," excellent product . 
player  i just received my 40gb zen xtra yesterday and i 'm extremely pleased with it . 
 my brother bought an ipod this past summer and my dad bought the original zen around the same time .. 
 just before we all spent a couple weeks in an rv together . 
 the ipod is a neat piece of machinery but after screwing around with both of them i think the zen products are the way to go . 
 so i requested and received a zen xtra as a christmas gift . 
setup , transfer  the setup and transfer process was cake for me . 
 i just used the explorer program to move my songs to my player . 
transfer  i did have to put a little work into renaming some duplicate file names to get all my music on my zen xtra but it was n't a big problem . 
explorer  the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n't have to reboot the computer or anything , just open up explorer again . 
 it 's been so long since i 've had a program not shut down on me in windows that i hardly even noticed that it happened . 
 that 's probably a bad thing . 
player  the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well . 
 it was always after it finished a process or something , so it did n't cause any file errors . 
player  now that i have all my music on it there has n't been any more problems . 
screen  the screen is large and bright and has all the info i need where i need it . 
 i have n't tried setting up any playlists yet so i can 't comment on any problems there . 
eax mode  the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides . 
jog dial  the little jog dial seems weak and quirky and i hope i do n't figure out a way to break it . 
 the dial on the original zen was perfect and i wish it was on this model . 
mp3 player  all in all though i 'm very happy with my new mp3 player . 
 i 'll admit that i 'd own an ipod if i had money to burn , but for the money this is a much better buy . 
 highly recommended ! 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," fantasic product . 
nomad  i purchased the nomad jukebox zen xtra 40gb and it is fantastic ! 
installation  i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver . 
 this was quickly and easily fixed by going to the creative web site and downloaded then installed the updated driver . 
software  i found using the supplied mediasource software very easy . 
 if you have always on internet or are logged into the internet you can use the feature that will download the album & song id information ( this is a free service ) with the click of a button . 
playlist  ripping your songs and creating playlists could n't be any easier . 
mediasource  i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer . 
 just highlight the songs you want to transfer from your playlist or music library then click one button and it 's done ! 
playback quality  being a creative product the playback quality is unbeatable . 
 i use my own mid-priced headphones rather than the enclosed earbuds . 
sound  when i played back a symphony orchestra you would swear that you were seated dead center in front of the orchestra - it 's that good ! 
sound quality  the sound quality with jazz and pop music is equally superior . 
nomad  actually using the nomad jukebox is easy and uncomplicated . 
finding  finding a particular song ( s ) or album on the nomad jukebox is fast and easy . 
 i like to play my music by album and the nomad jukebox plays the songs in the same order as the actual cd . 
screen  the high resolution screen is easy to read and has a backlight . 
use , playback quality  i can highly recommend this product because of its ease of use ( hardware and software ) , playback quality and value for the price . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," good value . 
player  just bought one & i 've enjoyed it to date . 
size  nice palm sized unit , somewhat bigger then the ipod but not an issue if you 're not going to try & jog with it or something . 
sound quality  all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod , archos , dell , samsung ) . 
eax  the eax settings are somewhat superfluous but not really a negative . 
player  i 've tried the belkin fm transmitter unit with it & it worked well when i set it on top of a portable radio , but was awful trying to use in the car which is somewhat of a disappointment . 
 dislikes 
control  - the controls are much inferior to the simple ipod ones . 
fly wheel  the black fly wheel feels pretty cheap & is uncomfortable to use . 
button  the locations of various buttons on one side or the other is somewhat illogical 
software  - included creative software is pretty poor . 
 red chair 's notmad explorer is great & recommended by about every reviewer to repleace the creative jukebox software . 
 note : this will add about $ 30 to the price to purchase , but worth it 
 likes 
price  - great value 40gb vs 10 gb ipod for the price 
sound  - best in class sound 
screen  - large easy readable screen 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," depressingly poor quality . 
 after receiving the box from amazon , i proceeded with charging the unit for the specified 4 hours , after which i installed the software and connected the unit to my pc via usb 2.0 . 
 the pc quickly picked up on it and attempted to install the software , which failed , as creative chose not to follow microsoft standards , whatever . 
 i then installed the software manually instead , after having to click past about 5 windows of "" please register with us so we can spam your inbox "" . 
 at this time , i decided to turn the player on , and much to my surprise it comes with quite the little library of classical music , one of which is a childhood favorite , bach 's air . 
play  i tried to play the song three times , with no success . 
play  it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk . 
 well , maybe that particular song was just corrupt , so i tried to upload some of my own , after four attempts , at each one the unit locked up and required a reboot , i managed to upload an album , which albeit was surprisingly fast , however when attempting to create a playlist out of my newly uploaded songs , the nomad again froze up and refused to work . 
 i made an additional five attempts at creating a playlist , before packing the unit up and heading over to amazon 's product return page . 
 needless to say , i would n't recommend anyone purchasing this product . 
software  had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," wonderful . 
 charged my battery . 
 plugged it in . 
 installed software . 
 started ripping and transferring . 
 if you arent hooked up to cddb to get the album info i guess you have to manually input the stuff , but that little work will save you looking for songs . 
 i 've got 1200 songs on it now and about 4000 more to go . 
player  working for 10 hours with it on "" shuffle "" totally rocks ! ! 
player  i love it ! ! 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," poor reliability . 
 i bought this only to have it break within a month . 
player  this product is too fragile for normal use . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," good player , but this technology is not yet great . 
 i received this as a gift . 
software  i had no problems setting up the software and getting my favorite cd 's transferred . 
software  however , the creative software is not real intuitive . 
software  the software is somewhat nice to look at , using it is not the easiest . 
rename  if you want to rename a cd title that you have already transferred , you will become frustrated quite quickly . 
 you are better off deleting it , re-ripping it with the new title and then transferring it to the player . 
transfer  transfers are surprisingly quick through usb 2.0 . 
sound  it is great sounding , even with the supplied earbuds . 
earbud  i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players . 
storage  i love the storage in this thing . 
 i have 100 of my cd 's transferred and have n't made a dent in the 30 gb drive . 
 i doubt i will use half of the storage capacity , but you never know . 
 this is definitely opening up possibilities to obtaining mp3 's in which i would have never purchased the cd . 
 now my dissapointments . 
 the description of the warranty is buried on the supplied set up cd . 
 the warranty is 90 days . 
warranty  this is ridiculous . 
 to me this alludes to the manufacturer 's confidence that the product will last for a year . 
 buy the re-seller 's extended warranty and save yourself a headache for the problems you will have later , after all it is a hard drive and it will die or have issues over time ( probably sooner than later ) . 
scroll wheel  the scroll wheel , to be blunt , sucks . 
scroll wheel  seems it is always difficult to press to make a selection . 
interface  the interface used could be better designed . 
interface  it is a little cumbersome to scroll through so many levels to get to the selection you want . 
 i am a software engineer and if i wrote an interface to my software that worked like this , there would be hell to pay , not to mention the ridicule from my peers . 
case  and the case , how did this ever make it out of quality control . 
case  it is some protection for the unit , but for useability , forget it . 
 the screen is covered , so to make any new selections you have to open it . 
control  the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll wheel . 
 there are no other aftermarket cases available for this model yet , so you have to live with it . 
player  despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd case to work , to the gym , in the car , etc. . 
lock up  however the main reason i am not satisfied with this product is the fact that it will lock up at odd times . 
 i have had it lock up after a transfer of music . 
 the files are there , but i could not access the player without removing the battery , waiting a short period and re-inserting the battery . 
 also have had it lock up when i shut it down to attend to a phone call . 
 left it set on my desk came back five minutes later and it just wanted to keep playing the same song over and over . 
 could not stop it , could not get out of the "" now playing "" screen . 
 again had to remove the battery . 
 there have been other occurrences of locking , but i will not bore you with the details . 
firmware  quite simply , the firmware and / or the os that control this thing is not ready for prime time . 
 there have also been times that the unit has been turned off for some period of time , upon powering it up it starts on the "" now playing "" screen with a song or cd that i had been playing days before . 
 i have n't quite figured this one out yet , but it is probably operator error . 
 now i have not owned other mp3 players as i was waiting until they matured , but since i received it as a gift i now have this one . 
 i would suspect that there are similar problems with all of the other brands as this is somewhat new technology . 
 and we all know about the rush to market on new products . 
 i have had this player for 2 weeks , i will be returning it for an exchange in the hopes that the locking problem and scroll wheel are problems with this particular unit . 
 while i am at the store i will definitely get the extended warranty as i have another day or so ( from the purchase date ) to obtain one . 
warranty  i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement warranty will be worth it , since creative will only warrant it for 90 days - which in itself is totally ridiculous ! 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," excellent product . 
player  this is my second creative labs mp3 player , and it is definitely a fine product . 
 first let me give you the bad things : 
size  1 . the size is a little bit bigger than the ipod , and it weighs a little bit more . 
scroll  2 . the scroll button is n't the best , as it sometimes can be hard to select . 
 3 . that 's pretty much all the negatives the positive things truly outnumber the negatives , and the negatives are n't that bad . 
sound quality  first of all the player 's sound quality is superior to the ipod . 
software  the player 's software is very easy to use and very good . 
software  compared to musicmatch , the software has a better filing system and easier to use . 
player  to keep it short , this is cheaper , and in my opinion a better choice than an ipod . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," difficulties with tags . 
 if you purchase this product , definitely rip your songs through windows media player . 
 otherwise , you 'll have to mess around a lot with filenames inside the ( decent ) nomad explorer , which is not fun at all . 
player  this thing seriously is a good player though . 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," another electronics fan . 
 summary 
unit  overall i like the unit . 
player  i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) . 
 if it were not for that i would have given it 4 . 
 pros : 
price  1 ) price / gb of storage 
storage  2 ) storage capacity 
battery  3 ) user replaceable battery 
 cons : 
construction  1 ) fragile ( i broke the 1st one within 10 days ) 
scroll  2 ) scroll button / switch 
case  3 ) the case hides the display - you have to open it to see what you are doing . 
 features that would have been nice : 
 1 ) fm receiver - some models out there have this . 
 2 ) fm transmitter - so you can place the unit in your car and listen to the unit through your car stereo . 
 they sell an adapter unit to use with your car 's cassette deck . 
 but who wants the wires involved . 
 a short range fm transmitter would be much nicer . 
 i believe the napster mp3 player has this feature . 
 details : 
 do n't drop this unit : 
 i 've had the player for about a month now . 
player  overall i like it . 
 as mentioned above i broke the player within the 1st 10 days . 
 i was sitting on a train and it fell off my lap and broke . 
 i think it fell right on the earphone plug when it fell ( murphy strikes again ) . 
 i was able to return it to the retailer where i bought it and got a replacement . 
 if you are going to need a player that is rugged this may not be the one for you . 
 i purchased the extended warranty ( something i almost never do ) when i returned the unit to get the replacement . 
 updating the unit 's firmware : 
 when i first purchased the unit i downloaded the firmware update that was available on their website . 
 the upgrade went smoothly and was easy to do if you can follow directions . 
 i would recommend doing the upgrade to be sure you have the best chance at trouble free operation . 
 storage : 
storage  the storage capacity is great . 
 i do n't think i will ever use the full 30gb . 
 i currently have ~ 1100 songs encoded mostly at 196 kpbs and i have n't even used 10gb of storage yet . 
 i 'm starting to listen to cd 's that i have n't listened to in years now that i have them all handy in one place . 
 for those out there that are not familiar with mp3 encoding , you can encode your cd 's at varying quality levels . 
 typically people use 96kbs to 320 kps. 
 the higher the number the better the quality ( less data compression is used ) and the larger the file size . 
 if you decide to encode at 320 you will fit less on this device than someone who encodes at 128kps . 
 you should consider this when deciding what bit rate you want to use and how much you want to put on the player . 
 if you 're someone who wants to put 10,000 songs on this thing you may want to encode at the lower end ( typically 128 is considered close to cd quality ). 
 price : 
price  the price compared to the ipod is great . 
price  price , along with the replaceable battery ( which i understand apple charges a small fortune to replace - as well as the hassle of returning it ) were the two main factors on why i picked the nomad . 
 one word of caution with regards to using the nomad with itunes . 
 i discovered this weekend that itunes does not sell mp3 's in the mp3 format . 
 it using something called ac3 ( at least the trial song i purchased was in this format ) which is not a compatible format for the nomad . 
 i have n't figured out if this is the case for all the songs on itunes . 
itunes  but for now it appears that this player does n't play well with itunes . 
 scroll bar : 
scroll  the scroll bar is a bit of a pain . 
 sometimes you skip past things or have to press it twice to select items . 
 it 's not the end of the world , but a better design sure would be nice . 
 software : 
software  i 've had no problems with the software . 
software  i found it intuitive to use ( i did n't read any documentation for it and was using it successfully within a few minutes ) . 
 the software will convert your cd 's to mp3 and put them on the player as well as your hard disk if you want it to . 
 my 2.6 mhz pentium 4 with usb 2.0 was able to perform the task pretty quickly ( i would estimate ~ 5 - 8 minutes per cd ). 
 through the software you can classify songs in genres . 
software  this is a nice feature ( i.e. it 's early in the morning and you rather listen to "" easy listening "" rather than "" heavy metal "" - no problem . 
software  the software comes with plenty of defaults genres . 
 you can also create your own if you do n't like their classifications . 
 you can edit the genres once the songs are on the play if you decide to re-classify things later . 
 this can be done on a song by song basis or in mass . 
 in addition , you can create play lists where you can create the equivalent to a compilation cd right on your player . 
 this is pretty cool . 
 sound : 
sound  the sound from the player is ok . 
sound  i was a little disappointed in the low end . 
 i did buy separate headphones as other have recommended . 
 i was able to improve things a bit by using the units equalizer and boosting the base . 
sound  the sound level is also not as high as i would have expected . 
 it 's probably good for the health of your ears , however i consistently play it near the high end of the volume range ( and my hearing is fine ). 
"
Creative Labs Nomad Jukebox Zen Xtra 40GB," searching for dennis ! 
 wow , dennis sure is great ! 
 slowly yet surely my unit engorged as i read my own review , similar to when i look in the mirror . 
this thing  this thing is great , i like to use it to pick up tough stains on my countertop and also to listen to my old 8-track records . 
 sometimes when i get really lonely , i like to put on some kenny g and light some candles , and while this does n't help , i am a capitalist pig and like buying things too , nah mean ! ? 
 i did have some problems figuring out how to turn the unit on , but creative did a good job with this , as they had a clearly labled "" on "" button that i found when i left my cellar for the first time in years . 
 there was very little light in there . 
 anyway , im gon na go find dennis now , have a nice day ! ! ! 
"
