Company,Consumer.complaint.narrative
Capital One,"We called Capiital One Bank at XXXX at XX/XX/XXXX on XX/XX/2015. We were asked question from the automated system including credit card number, social security number ( last XXXX ), security question, date of birth. After providing these answer we requested to speak to a 'representative '. The system responded that sorry we a closed, please call back during normal business hours. This seems wrong. We called back and were directed to someone in XXXX XXXX. 

We called a third time and spoke to several people at Capital One who did not understand the seriousness of information being provided to a department /organization that should not have my personal information. 

Further, when we called again, my wife spoke to someone who attempted to assist. They spoke a short while, and then handed me the phone. The Capital One employee, XXXX, then told me her name and said that we were on a recorded phone line. Interestingly there was no announcement to my wife about that the call was being recorded. 

We called again, and we recorded the phone call, the automated system DID NOT report that we were on a recorded line. We spoke to a representative who further DID NOT state that we were on a recorded line. We reported to the representative that we were recording their conversation. 

It is my understanding that when the Bank must state that calls are being recorded when they may be recorded. 

Our attempts to get someone from Capital One bank to be concerned over either issue was unsuccessful. 

We are concerned that : The Capital One Bank phone / computer system has been compromised and provides outsiders with personal information that could risk my identity. 

We are concerned that Capital One telephone banking does not provide information regarding when calls are being recording. 
"
Capital One,"My name is XXXX XXXX, and I am a Capital One XXXX holder. This complaint relates to the dispute resolution process at Cap One, which they claim is regulated by XXXX, yet neither entity is able to provide me a copy of the said offending regulation. 
About a week ago, I initiated a claim to dispute a transaction that was charged in error by the merchant XXXX XXXX. Per usual Cap One issued an immediate credit for the transaction and I guess notified the merchant as dictated by their policies. In a span of a week, on XXXX XXXX, 2015, I received an email from Cap One notifying me of an important document available online for me to review. The said document was a correspondence from Cap One informing me that the merchant had apparently responded by sending them some sort of paperwork which I have n't even seen yet, leave alone be able to send in my response. Cap one further noted that they would be reversing the earlier credit they had posted to my account that would be reflected on my statement of XXXX XXXX. I figured that I 'd have at least till then to rebut the merchant 's claim as soon as the hard copy of whatever they had submitted reached me. Guess what? I was dreaming! The charge had appeared online the very next day which is today, XXXX XXXX. 
Obviously I called to challenge Cap One 's decision to charge back my account. Now, mind you, I have dealt with disputes and claims process with my bank, XXXX XXXX XXXX, before and even they, as attached as they can get to their research outcome into consumer disputes, are not quite as hard-nosed in handling claims as much as Cap One has been in my experience. In the twenty minutes I was on the phone with them, they told me that they were bound by a regulation from XXXX that mandated that they re-charge my account the instant the merchant named in the claim responds back. They seemed to be indicating that even though I had n't received any copies of the paperwork returned by the merchant yet, even though they were still in the process of reviewing my claim, and even though I had until XXXX XXXX to send in my response once I received those documents, they were obligated to reverse the credit issued barely a week ago and charge me account again. I demanded for a copy of the said regulation they purportedly were bound by in their relationship with XXXX. They could provide me none!! Instead, they gave me a toll-free number for XXXX and instructed to take up the issue with them. Hmpht! Seeing as I am on long-term XXXX, I was n't quite relishing having another testy exchange with another difficult corporate monster. And my reservation proved to be accurate. 
Next, I called XXXX at the number Cap One had provided me, XXXX. I had the misfortune of getting a representative by the name of "" XXXX XXXX ( I particularly made sure to get this identification before I hung up with her ). In the call which lasted fifteen minutes, she had my head spinning by giving me the worst run-around. I got the feeling that she was perhaps sneering at me with an audience present, and that what she was basically trying to accomplish was stall me so she could get schooled by a supervisor, or manger maybe. Her tone, and a barely audible sound of laughter in the background is what gave me that feeling. All she kept reiterating was that Cap One could not provide me with a copy of such information because that was part of an agreement between them and XXXX, nor would she send me a copy. Her tone did register an element of surprise when I informed her that Cap One 's review was ongoing, and I had n't even had a chance to respond to the merchant 's claims. As my frustration and exasperation began mounting, I then asked her which particular government entity regulated them. She started to school me on which classification her company fell under, how they were not 
"
Capital One,"XX/XX/XXXX, I had filled a dispute with capital one for {$60.00} I received a letter stating that I had won my dispute ; and that I would be a credit which I did. However I also had fraud on my account and for some reason the fraud customer service rep included that transaction in the fraud case and another credit was issued and had to be reversed ; I then spoke with an XXXX and explained that this issue had been going on for nearly XXXX months, and XXXX in executive resolution agreed and issued a credit to my account a good will credit ; however I then got a call from another agent who said she was reversing the credit, I objected and asked for her supervisor which did not resolve the issue, I then also called the executive office again on XXXX/XXXX/15 at XXXX XXXX mst and spoke with XXXX ; who assured me the issue would be resolved however no one she spoke to was able to report the credit. they al state it was part of my dispute ; i continued to report that it was not part of the dispute it was issued as a good will adjustment for all the time I had spent trying to resolve the issue. I also received a letter from capital one stating they would increwase my reward by {$40.00} for the hassle I have called several times and the rewards have not shown up. Finally XX/XX/XXXX I had XXXX more transactions post to my account that were not mine ; I called and reported the fraud and was told that credit would immediatly be issued against the charge which it was however then a fraud hold was placed on my account not allowing me to use the funds as I was promised. 
"
Capital One,"I was approved for a capital one XXXX card with a credit limit of XXXX on XX/XX/XXXX of 2015.  A few days after being approved I logged in online only to see that my new card was restricted. I called in immediately and notified them of the message I received  to the representative, only to transferred from rep. to rep. and placed on hold for long periods of time until I eventually hung up with my issues still unresolved. I filed a XXXX complaint and its been XXXX days and there has still been no response. I feel that capital one is intentionally blowing me off.  How do you approve someone for a credit card and immediately restrict it with no explanation?  I applied for a few other cards the same day and had no issues.  please resolved this matter A.S.A.P or I will cancel my other existing account with capital one."
Capital One,"Despite my credit card provider 's numerous efforts to remove an erroneous late payment report, XXXX has yet to address the issue in two years. I 'm in possession of XXXX evidential correspondences requesting the correction to my account. XXXX XXXX promptly corrected their records on the initial request, yet XXXX subsequent resubmissions to XXXX has yet yielded any changes. Hopefully, this is n't common practice. I have definitely lost all confidence in XXXX measured against XXXX! 
"
Capital One,"Capitol One is unable to verify information listed on my credit file. I spoke to XXXX representatives at Capitol One and neither one was able to verify the information being reported by the XXXX CRA. On XXXX/XXXX/15 aprx XXXX. I called Capitol One at XXXX .Customer Service Rep XXXX Stated he was not able to verify any old statements or verify the date of first delinquency. On Monday XXXX/XXXX/15 a Customer service rep stated I would receive a return call from Capitol One to discuss the account the next day. I was not contacted by anyone from Captiol on 
"
Capital One,"I signed up for a capital one XXXX card in the XX/XX/XXXX, through an offer i received that clearly stated no interest for 15 months. however, after 11 months, Capital one began charging interest on my card. I believe i was misled by their marketing and scammed into paying more interest than predicted, causing me damages. I have been charged XXXX dollars per month in interest for months now before the 15 month promotional period even ended. Capital one is using deceptive marketing and advertising offers, and trapping consumers in deals that fail to live up to the promises made and what consumers are offered. I was caught off guard with these interest fees that should not have began until XX/XX/XXXX at least. 
"
Capital One,"I am an Identify Theft victim and I was recently forced to hire a company to assist me in removing fraudulent files from my credit reports. 

After a thorough review of my reports, I noticed that Capital One had placed an inquiry to my reports on XXXX. 

After speaking with representatives from XXXX, I was told to notify Capital One in writing and wait for their response. Once I received a response, stating that the inquiry should be removed, I was to forward it to XXXX. This is their procedure for removing a Hard Inquiry. 

I sent a certified letter to Capital One and it was delivered to them on XXXX XXXX, 2015. The letter asked them to either remove the hard inquiry from my credit report or send me proof that I had given them permission to run my credit. 

On XXXX XXXX, 2015, I received a response from Capital One. However, the letter I received did n't indicate whether I had applied for credit with them. It was informing me of the different types of inquiries, which I already had knowledge of. So, I contacted them by phone and was told that I had multiple accounts with them and one is presently documented as a paid closed account on my credit report. I asked the representative if she could forward me any information regarding these accounts and after nearly XXXX minutes on the phone, she encouraged me to communicate with the credit bureaus. 
I have never had an account with Capital One and I have never applied for credit with Capital One. 

Therefore, I am filing a complaint CFPB, hoping to get a successful resolution of this matter. 
"
Capital One,"I have a credit card from capital one so in XXXX 2014 I made XXXX dollars over payment to my capital one credit card by mistake after one week I recieve e mail from capital one told me in 7 to 10 buisness days I we 'll recieve my money back by check but I never recieve it I call the bank the told me we not gon na send u that money because ur account it 's restricted I do n't know why I said if u want to close my account send me my over payment money the told me u have a credit balance in ur card but we can not send u the money the ask me to send some document and after that the said we can not send the money I went to court to make a small claim the told me to go to this website to make a complain 
"
Capital One,"Hello ; I had a GM credit Card/Visa, XXXX for year with a account secure plan that covered death, that would cover my balance, that you paid each month, you patd so many dollars on each XXXX dollars. A couple of years ago, GM sold that account to Capital one Visa. A week ago, I received a letter from Capital One Visa, stating they were cancelling the accout secure plus plan. I called them and asked, what happen to the XXXX of dollars that myself and others paid in? Why not apply that toward the balance on the account. She stated, that 's not going to happen, they would n't do that. I informed her that while I was talking to her, I was writing a Senator ( XXXX ) regarding whats going on with Capital One, she then said "" What I can do for you is, credit you for 1 year of payments, paid for that plan. I said Ok and left it at that. People with Capital One Visa, along with myself have paid in XXXX toward this plan and they should have paid down or off card holders balancs. In what I 've paid in, my balance would have been paid off and I 'd keep the card, thanking them for their service. I 'm retired on a XXXX retirement ( XXXX ) XXXX XXXXTakes affect XXXX/XXXX/2015 
"
Capital One,"The company cancelled credit protection on my account and I notified them of an unemployment claim submitted supporting documents and they fail to process my claim. Under the terms of the agreement I am still entitled to those benefits eventhoigh they no longer offer it as long as the incident took place while I was enrolled. I notified them of an unemployment XX/XX/XXXX for loss job XX/XX/XXXX. They purposely did n't process the claim die to the fact they no longer offer the benefit. I feel this is false advertising and fraudulent. They claim they have no record of me contacting them. I feel this is a scam to not be forced to pay on my unemployment claim. 
"
Capital One,"I have credit card with Capital One and sometimes use their offer totransfer balances to reduce interest paid on other cards. Before I couldpay off any purchase balances first without being charged interest on it, if paid on time. This was a positive of the new laws. However, now they asay that any purchase will be assessed interest regardless when you payit off unless you pay the entire balance including balance transfer. 
Naturally, this makes a balance transfer not very worthwhile. This doesnot seem what law intended. 
"
Capital One,"On Friday, XX/XX/XXXX, I received a letter dated Sunday, XX/XX/XXXX from Capital One Bank USA National Association, XXXX XXXX XXXX, Utah office stating they believe someone, using some of my personal identity information, recently opened up a fraudulent credit card account with Capital One in my name. The letter did not state whether or not Capital One actually issued a credit card to anyone, but stated the credit card account number ended in "" XXXX '' and that I may be a victim of identity theft. The letter further stated Capital One 's customer fraud protection team is investigating this identity theft matter under their case # XXXX. 

During my call to them ( XXXX ) on Friday, XX/XX/XXXX, they essentially repeated what was stated in their notice letter and reiterated I need to report this identity theft matter to all the credit reporting agencies, which I am in the process of doing. 

The customer service representative then indicated Capital One has also set up a second case # XXXX which they are investigating. The representative said the second case involved a fraudulent credit card account that was opened up in my name with Capital One in Year XX/XX/XXXX by someone using some of my identity information. In the second case, the representative said, a credit card was actually issued and an unpaid balance was charged to it. 

No further information was or has been provided to me by Capital One National Association. 

For information, Capital One did make an inquiry on my accounts with all three credit bureaus on Saturday, XX/XX/XXXX, but did not show any balance being owed by me. 

I have never applied for, nor have I ever had, a credit card with Capital One National Association. 
"
Capital One,"I have been a victim of identity theft. A credit card was opened in my mother 's name using my birthdate, but the year she was born and my social security number. This credit card account was opened XXXX years ago ( XXXX ) when I was XXXX years old. The following year she passed away. ( XXXX ) I found this out on XXXX/XXXX/XXXX when I noticed money missing from my bank account. There is a levy on my bank account and it is frozen. 
I contacted capital one 's lawyer on XXXX/XXXX/XXXX, I was told that I will receive documents in the mail that would need to be signed in sent back, for them to start a fraud investigation. But I still have n't received anything. 
I need to prove I am innocent. I was minor at the time and this was done without my knowledge. 
"
Capital One,"On XXXX XXXX 2015, I applied for a Secure Capital One Credit card with a XXXX dollar spending limit. For some reason, it acted as if I applied for a normal credit card and added a hard inquiry on my credit score which is negatively impacting my total overall credit score. I 'm assuming this is based off my of my current credit score, which is why I applied for a secured credit card in the first place. I would like for this to be removed as soon as possible, as I never applied or signed up for a normal Capital One Credit Card. 

Thank you. 
"
Capital One,"I opened a Kohl 's credit card in 2014. I have found that this company uses false advertisements and underhanded business practices. Since I 've had the card, I 've tried to maintain a XXXX balance. My first interaction with this company and it 's misrepresentation resulted in me doing a survey where I was to received {$50.00} of free merchandise for filling out the survive. I wound up being charged {$69.00} for a promotional product that should have been free. I had to have my bank reverse the charges and dispute it to get my money back. The second incident, involved me returning a gold chain that broke after a week. When I returned it they did n't want to give me the full price I was charged because I used {$20.00} Kohls cash that they gave me to use in the store. The last incident, which prompted this complaint, involves me having to pay late charges on an account that should have had a XXXX balance. I am having to paid {$14.00} out of {$48.00} of late charged on a {$32.00} balanced I was unaware. The last payment I made to XXXX out my account was {$250.00} in XXXX. I was given this amount from the in store personnel. Unknown to me, the amount I paid left a balance of {$32.00}. I received no further billing correspondence from Kohl saying I owed anything. Since I was under the impression I owed nothing not receiving a bill was ok. I received numerous promotional correspondence but no bill. I made a purchase at the store XXXX XXXX and had no issues with the card, 2 days after the purchase and 2 days before this complain, I get a call from Kohl stating That I owed {$89.00}. I was informed that I owned {$32.00} balance and {$48.00} in fees. At that time, the representative willing to discount all the extra charges and I was only to pay {$32.00}. I tried to discuss with the Kohl 's representive at the time but I had to do my due diligence and go through my paperwork. I discovered that indeed I did owe {$32.00}. When I called back, that 's when they refused to discount the total fees and told me if I did n't pay My account would be reported to the credit bureau. They refuse to give me a supervisor or a name or number to someone else to talk to. I would like you assistance in resolving this matter 
"
Capital One,"There is a credit card showing up on my credit report which is not mine. I have never taken out a Capital One credit card. Please help 
"
Capital One,"I received correspondence via postal vial to my physical address from Capital One credit card services stating I was approved for a credit card. From here, I filled out the application through capital one 's website and was instantly approved for a credit card with a {$1000.00} limit. The capital one credit card arrived within XXXX business days to my physical address. I activated the credit card and used it to by fuel on my way to dinner, the card worked, at dinner I attempted to pay with the capital one credit card and it came back declined. I called the number on the back of the card and was told by capital one the card was suspended due to suspected fraud, after they asked me a few personal and sensitive questions about my past, information only I would know, I answered all the questions correctly and capital one released the suspension on my account. The credit card worked so I was able to pay for dinner. The next day I was at the grocery store and attempted to use the credit card, it came back declined, again I called the number on the back of the card, answered sensitive questions only I would know and the suspension on my account was once again instantly lifted. A few days later the credit card was again suspended, so I called the number on the back of the card and was told I needed to visit my bank in order to confirm my identity. I went to my bank, XXXX XXXX XXXX, and was told the bank did not offer such a service and after speaking to a branch manager was told this sounded fishy. I contacted capital one and told them my bank did n't provide such a service, capital one requested I visit a XXXX XXXX XXXX branch to confirm my identity. XXXX XXXX XXXX told me the same thing my bank told me, they do not provide such services to confirm ones identity to capital one. Again I called the number on the back of the credit card and was told to visit another banking institution. I declined to continue searching for a bank and was told to fax capital one my birth certificate, social security card and a copy of my utility bills, I decline, feeling uncomfortable to send sensitive information to capital one and also to continue doing business with capital one. I asked capital one if I paid off the credit card balance today if I could cancel the card and they declined saying in order to cancel the credit card I would have to fax capital one a copy of my birth certificate, social security card and utility bills with my current address on them. I continue to make payments on time and have my banking information linked to the capital one website, the payments I make are much higher than the minimum payments and are deducted directly from my checking account. To date, I receive a letter from capital one once a week via us postal mail saying they suspect my account of fraud and have called many times and requested they discontinue sending such correspondence to my physical address. All I wish to do is to pay off the remaining balance and cancel the account, to date, capital one declines my requests. 
"
Capital One,"I charged XXXX dollars on my credit card for a procedure the merchant in return charged my card XXXX I disputed the XXXX and capitalone have me a tempery credit made me fill out paperwork and send in my receipt which I did for the XXXX charge now they said the merchant repliled and sent them a receipt with is not even my signature for a charge of XXXX and they ca n't do anything else because I do n't have a cash receipt for the XXXX I paid in cash I sent them a letter in from my grandmother who paid the {$3000.00} cash on the day of the procedure along with my {$500.00} receipt for the charge and they told me they need proof that the XXXX was paid in cash from the merchant if the merchant was trying to rob me which it seems like he is then why would he give me a receipt for the XXXX cash I was rushed in the XXXX under XXXX and could not even think when I woke up this is crazy my XXXX year old grandmother handed XXXX in the off cash the day of the procedure for me I do n't know why capitalone is worried about the cash part when I sent them my proof and receipt for {$500.00} authorizing only XXXX and when they said they had a signed receipt from me from the merchant for XXXX I said the signature was fraud they said they ca n't mark it as fraud because I gave them my card this is insane I 'm not paying {$7000.00} for a XXXX dollar procedure I will sue capitalone and XXXX there not helping me obviously the merchant is trying to rob me 
"
Capital One,"On repeated attempts I have submitted to Capital One Bank to remove late notices on all XXXX of my credit reports for the time period of XXXX XXXX to XXXX XXXX as my payments were made to a credit counceling company who paid Capital One directly. Prior to XXXX XXXX and after XXXX XXXX payments to Capital One have been in good standing. I have spoke to different representatives of Capital One who have informed me they would remove these marks. I have held the card since XXXX XXXX and have not used the account for multiple years. 
"
Capital One,"I opened a capital one credit account a while back and never used the account. 

I found out a few months ago that I had a balance on the account. There had been charges that were clearly fraudulent, as well as late charges because I had n't paid the balance since I was unaware of the charges. 

I called In XXXX 2015 to report the fraud ; they told me the charges would be taken care of. The case number was XXXXI found out this month that the charges were not taken care of and apparently they 've sent the account to collections. I called today and they 've promised again that the charges will be reversed, but I 'm not confident that will happen. My case # today is XXXX. 
"
Capital One,"XX/XX/XXXX, I opened a XXXX with Capital One. This card was marketed as a business card, not a personal one. Billing and payments were handled by the accounting department of my company. I discovered that my company made late payments for the card XX/XX/XXXX, and closed the account. Capital One then began to report the late payments on my personal credit report. I contacted them to ask them to remove this information because I did not have control of the payments directly. They refused to do this. It is my opinion that Capital One misrepresents this card as a business card, when as it turns out, they merely write the name of the business on the card, and do not report credit issues in the name of the business. This is a deceptive and fraudulent practice. I would like Capital One to remove this item from my personal credit report, and properly report it on the credit report of XXXX XXXX XXXX. I also think they should be made to cease the false marketing of this product so that others will not be taken advantage of and have their credit wrongly affected. 
"
Capital One,"Capitol One account # XXXX was a secured credit card account, started with a {$1500.00} deposit pushed up to {$2000.00}. Capitol One never applied deposit to amount owed on account and now have posted it as a charge off for the full amount and sold the account. But Capitol One still has account security deposit. That in itself makes the credit inquiry false and also is fraud. 

I contacted company and they could not tell me any information saying account was sold. 
"
Capital One,"My interest rate is too high on my credit card. I have asked Capital One to lower the interest rate so that my payments can be affordable. Capital one stated that since I had payments returned to my bank that I am not eligible for an APR decrease. They have also sent me some things about my payment being so expensive because of my XXXX insurance. I do n't have a problem with the XXXX insurance being added to my payment. My concern is that I have such a high APR rate. I have had a card with Capital One for at least XXXX years. My question is ... There is n't XXXX time that my account was not in good standing for Capital One to decrease my APR in XXXX years? It seems very odd to me. 
"
Capital One,"Capital One continues to report inaccurate information on my credit report for account with capital one account XXXX. 1. This is a charged of account from XX/XX/XXXX it should no longer be being reported. 2. I requested you verify the account information several times, and Capital One has failed to investigate properly within the XXXX time period. 3. The account was sold to another lender, there should be a {$0.00} balance once account has been sold to another lender. 4.Please remove account from my credit report immediately as it past the statue of limitations on which you are able to report. In addition you continue to report inaccurate account information and have failed to provide me with valid account information. Remove account from my credit report or I will seek legal action. Attached is proof that the account has been sold to a collection agency, there should be a {$0.00} on capital one 's file due to the fact account was sold and no longer collectable by Capital one. 
"
Capital One,"i originally had an orchard bank secured credit card for more than a year. they returned my held funds after i paid it off all the time. capital bank bought them out and sent me a new card. they NEVER mailed me a statement or ANY notice of interest accruing. i used the card only for gas and i continued to pay it every month, trying to estimate what i had spent on gas by what my orchard card used to be. i finally called them and said i had not been recieving any bills and told them what i told you. i said to eliminate any interest and i would gladly pay the rest. they said they understood. then they mailed me a letter that said my story was not true and i owed them LOTS of money due to the interest they had NEVER given me notification of. i would like to pay off anything i actually owe LESS any interest. immediately. 
"
Capital One,"XXXX XXXX applied for XXXX loans to get a XXXX submariner and was rejected. He subsequently used a Capital One Credit Card to make the purchase. All security channels deemed it high-risk except XXXX. XXXX cleared it and so we shipped the watch. An adjustment was made in the order when I informed him that the specific model he ordered was no longer made by XXXX and under their warranty. After which, I refunded him the difference. The watch was shipped. He returned the watch, but the watch weighed less that it did when we shipped it. We subsequently, returned the watch to him. He submitted a chargeback claim stating that he never received the watch. However, that is not true. Accordingly, Capital One did a chargeback on the transaction and XXXX XXXX has his {$13000.00} and the {$13000.00} XXXX watch. Since we have been negatively impacted by credit rating and with XXXX, we request that we receive our money plus expenses. 
"
Capital One,"In XXXX 2014, I went over my credit card limit pumping gas at the pump by {$20.00}. For years I 've been paying my credit card bill online & that statement that follow had a minimum fee of about {$75.00} which I paid. However, for the next year XXXX Capital One charged me an over-the-limit fee every month, never again emphasizing on the online payment statement I was still over the limit. Being I had n't purchased anything on this card for a year I always paid the minimum fee over a bit more to try, what I thought I was doing, paying off the loan. However, the online payment window is vague with nothing more than the minimum payment, but I noticed after XXXX months my balance was going up. First off, I never agreed to allow Capital One to let my card go over the limit - which I thought was a new law- & that they were not supposed to charge me much more than the overage cost itself as the penalty. I would imagine the minimum payment should be such to get you back to your limit, but being this is not my only credit card I overlooked it. I believe they should not have let my card go over-the-limit with out my permission. 
"
Capital One,"Please refer to the first complaint filed on XXXX/XXXX/2015 Case number : XXXX. This complaint is in regards to Capital One Acct # XXXX and excludes the XXXX accounts. In addition. I have contacted the credit bureaus and Capital One directly. To date Capital One has not provided any verification documents on this account. They have exceed the legally accepted 30 day allotment to verify this account. According to the FCRA rules, if a creditor does not verify the debt within 30 days to the debtor, they are not allowed to continue attempting to collect the debt, nor can the creditor list the debt on the consumer 's credit report. This is a clear case of unverified debt. I have exhausted all efforts to resolve this matter. 
"
Capital One,"left my personal notebook bag front of porch and it got stolen along with my ID card, my social card, my passports along with my credit cards and debit card and my MAC AIR notebook 2011 seriesalong with my bar tending class flashcards 
"
Capital One,"Refuse to refund my credit balance do not reply to my letters 
"
Capital One,"I tried to dispute information that is being reported by Kohl 's credit card as being inaccurate by calling Kohl 's credit department multiple times. Kohl 's marked my credit report as being XXXX months late. Even though I told them it was n't my fault and I believe the fault lies more with them ... the reason being because I am signed up for paperless statements and emails all went to my vast junk mail without me ever knowing, because Kohl 's sent me an excessive amount of spam email in a short amount of time, my email service considered Kohl 's junk mail by default. Kohl 's blamed me and said they would not dispute the marks against me, even though I was acting in good faith and trying to work with them. Kohls ' options for paying my bill make me very nervous because I had to give my routing and account number over the phone which I was hesitant to do for a long time. Also my Kohl 's account number is hidden on the statement and they refused to give it to me over the phone, so I could not pay the bill in a manner I felt to be safer such as online bill payment ( where my bank has an account designed specifically for paying bills in a protected manner ). I can not believe Kohl 's policies on this. They need to be more respectful of the amount of excessive emails they send and they need to supply their customer 's their account number so the customer can pay in a comfortable safer manner. They also need to take a customer 's dispute more seriously, because the laws now are very strict in when it comes to a consumer making a genuine dispute and I felt I was treated unfairly, abused and being denied information. What is worse is my life is being negatively impacted this because I tried to get pre-approve for a mortgage and got denied and the banker mentioned Kohl 's! This credit card balance was approx. a small amount of {$150.00} and is now paid including late fees. I 'm getting denied from being able to buy my first home and starting my life as an adult because of Kohl 's abuse of financial power after lack of concern for their customer 's credit report for an error that occurred because of their excessive email spamming. ( screenshot proof of excessive email attached ). 
"
Capital One,"Capital One ( Quick Silver ) credit card continues to charge me an interest charge on cash advances. In the last several years they have charged me between $ XXXX {$700.00} in interest for these bogus cash advances charges. The company is not helpful in resolving these matters. When I talk directly to them, I am sent to a number where the person on the other end can not speak fluent english which creates a communication barrier. They seemed to use stall tactics, putting me on hold for up to XXXX minutes. There has been no resolution in years on this matter. The response is always the same, "" you must have made a cash advance transaction. My last response from Capital One was not productive in getting them to stop these bogus cash advance charges. They seemed to acknowlege that the stores where I make purchases from are coding them in a certain way therefore creating these charges. When I have asked local merchants about this they have no idea what I 'm talking about. I believe this explanation is baseless and is an outright lie. For now the charges continue although they have now decreased in the amount from $ XXXX {$6.00} down to XXXX on these transactions. This is not ethical and I consider it to be theft on their part. 
"
Capital One,"I have attached documents that explain what happened during a recent credit card dispute. I submitted my vehicle to an ill reputed mechanic shop and did not get the service that I had asked for, but was charged {$650.00}. Capital One then asked me for documentation to prove that the original mechanics had not provided the service I had asked, and I provided them with a receipt from an inspection by a XXXX dealership showing that the problems which XXXX XXXX had originally agreed to address were not addressed at all. Capital One told me that the documentation was not enough and then made unreasonable demands for follow up documentation. Specifically, they asked for signed letterhead from XXXX specifically naming XXXX XXXX as the mechanic that failed to provide the service I specified. I do n't know how XXXX could possibly have known what I asked the XXXX XXXX to do. It was an unreasonable demand and I felt that Capital One was just trying to shut the case down. 
"
Capital One,"Listing closed account as open, last payment XXXX XXXX, different removal dates on ( XXXX ) credit bureaus. 
"
Capital One,"I been with captail one four years I only got one credit increase sffISince I been with them been with them every time I applied for onone I get denied its getting crazy with this I spoke to a fewmangers they said well there so many factors of makinga desion I really do n't unstand im getting the run a roundalso the manger put a complaint about this they said someonewould call me back no one did 
"
Capital One,"I transferred a balance to a Capital One credit card as part of a 0 % promotional interest rate. I want to stay on top of the promo offer and pay off the loan/balance before it starts to accrue interest. Unlike other issuers, Capital One does not make it easy to find the end date for the promo offer. It is not located on their monthly statements or anywhere on the online account center. I had to start an online chat with a Capital One representative to find out this information and they were very unhelpful. 
"
Capital One,"On XXXX, i sent capital one a payment to my account in order to raise the credit limit on my account. When I called Capital one and asked why my deosit wasnt posted to my account, they stated that it is because it does not say a record of them even receiving a deposit from me. On XX/XX/XXXX, capital one bank, me and my bank, XXXX the phone to verify the deposit. Which come to find out it was cleared on XX/XX/XXXX of XXXX by my bank. So capital one has stolen and took my money and did not post it to my account. So I had to file a compliant 
"
Capital One,"During my year long job search I was contacted by what seemed to be a legitimate company to fulfill a Shipping Supervisor role. I was to fulfill purchase and shipments to set up new offices here in the states. I was a bit skeptical but did some research and could n't find anything online that would give me a red flag. They were to pay off my cc so I could begin making purchases on my card for which they would reimburse me. They gave me a XXXX XXXX Account # to use to pay off my card. Decided to call XXXX XXXX to make sure it was a legitimate account. They were no help and guided me to get in touch with the Fraud Dept at Capital One. On XXXX XXXX I had a 20 minute conversation with the Fraud Department at Capital One ( my cc account ) to discuss the venture and make sure I was n't doing anything wrong or fraudulent. They assured me the account was a Corporate Account from XXXX XXXX and that everything appeared legitimate. Ok, I thought, The Fraud Dept gave me the go ahead and I proceeded to pay off my account with the XXXX XXXX Account information. A couple days later it went through and I had a XXXX $ balance. Great, just as expected. I made XXXX purchases over the next couple weeks and paid off my account each time waiting until Capital One showed a XXXX $ balance before I proceeded. Until XXXX day the funds were taken back out of my account. I thought ..How could that be? No one has access to MY account to take money out? I called up the bank again XXXX XXXX XXXX ) and they explained the funds were taken back out from the XXXX XXXX Account. They told me I did not have access to that account. I assured them I did. I have it in writing in an email as I explained the first time I spoke with the Fraud Department. How is that possible? They then told me that they do n't actually have the funds in my account like they show me and let me believe the funds are in my account. In essence, all XXXX purchases I made, in addition to the original paying off of my account from this XXXX XXXX Account were taken back out. On XXXX XXXX I had another 27 minute conversation with the Capital One Fraud Department letting them know that they screwed me over on this after I spoke to them 8 weeks earlier to make sure I would not be defrauded. They never told me that I could not stop money coming back out of the account if my NAME was n't on the account. They never told me that just because they showed money in my account and it has cleared that they do n't actually have the money. XXXX very deceptive ). I did my due dilligence in calling the Fraud Department in the first place. They are the professionals. They should 've alerted me to watch out for X because your name is not on the account and money can be taken back or let me know that just because they show that the account has cleared, it actually has not. 
"
Capital One,"I have a Capital One checking and credit card account ( for now ). An autopayment was set up to pay the credit card balance but I wanted to pay the entire balance so I set up a scheduled payment instead. The scheduled payment was enough to pay the balance but ... ..Capital One withdrew the autopayment and the scheduled payment leaving me with a substantial overdraft in my checking and a considerable credit in my credit card account. My concerns here are as follows:1 ) If I were to schedule a payment that was in excess of 10 % of the existing balance Capital One would not allow it so why would they allow a duplicate payment of ~60 % of the balance? 
2 ) Why does it take less than 24 hrs to withdraw my money but 8-60 days depending on which of the XXXX representatives I spoke with to get it back? 
3 ) Why if I overpaid the balance on the credit card would I be assessed an interest fee? While they did eventually credit the account for the interest, it seems like this process is set up to systemically drive unsupported fees. I suspect I am not the only person caught up in this less than scrupulous activity. 
"
Capital One,"I made a payment of XXXX to my Kohl 's charge and I was still reported late. I have hard some hard time financially. I have experienced a house fire and ID theft. 
"
Capital One,"I was proposed to get KOHLS card at the cashier for the discount. They told me It would not effect me if I open but not use it. ( that is lie, because as I know now, it effects my credit score ) unfortunately I took it, but I destroyed it at home. After about a month I bought something at their store, using my CAPITAL ONE card, which they swiped, but took money from the account they opened for me, without even telling me they did! Now I have an inquiry for late payment ( How could I predict, They swiped my capital one card and took money from KOHLS card I did n't even have? ). 
They are unable to resolve the problems they created for me! 
"
