PERMNO,date,RET
18163,20200505,0.002073
18163,20200506,-0.025084
18163,20200507,-0.008223
18163,20200508,0.033699
18163,20200511,-0.005520
18163,20200512,-0.006591
18163,20200513,-0.005500
18163,20200514,-0.000966
18163,20200515,0.007029
18163,20200518,0.013960
18163,20200519,-0.032441
18163,20200520,0.007471
18163,20200521,-0.014654
18163,20200522,0.008780
18163,20200526,-0.005062
18163,20200527,0.016603
18163,20200528,0.019053
18163,20200529,-0.001206
18163,20200601,0.011473
18163,20200602,0.006908
18163,20200603,0.003981
18163,20200604,-0.020923
18163,20200605,0.019647
18163,20200608,0.006085
18163,20200609,-0.005964
18163,20200610,0.007521
18163,20200611,-0.024910
18163,20200612,-0.005505
18163,20200615,0.009254
18163,20200616,0.012340
18163,20200617,-0.001693
18163,20200618,0.011447
18163,20200619,-0.003018
18163,20200622,-0.009839
18163,20200623,-0.000170
18163,20200624,-0.011127
18163,20200625,0.012627
18163,20200626,-0.022563
18163,20200629,0.021088
18163,20200630,0.016233
18163,20200701,0.003429
18163,20200702,0.007501
18163,20200706,0.006205
18163,20200707,0.004851
18163,20200708,0.005482
18163,20200709,-0.003336
18163,20200710,0.011512
18163,20200713,0.001291
18163,20200714,0.008384
18163,20200715,-0.004717
18163,20200716,0.002088
18163,20200717,0.006973
18163,20200720,-0.003104
18163,20200721,-0.001357
18163,20200722,0.008555
18163,20200723,0.006427
18163,20200724,-0.001585
18163,20200727,0.002858
18163,20200728,0.012350
18163,20200729,0.003363
18163,20200730,0.024238
18163,20200731,-0.002283
18163,20200803,0.001297
18163,20200804,0.019042
18163,20200805,-0.002616
18163,20200806,-0.005471
18163,20200807,0.006330
18163,20200810,0.004118
18163,20200811,-0.006488
18163,20200812,0.016738
18163,20200813,0.002362
18163,20200814,-0.005008
18163,20200817,0.002961
18163,20200818,0.007454
18163,20200819,-0.005421
18163,20200820,0.007955
18163,20200821,0.004311
18163,20200824,0.007785
18163,20200825,0.003971
18163,20200826,-0.004818
18163,20200827,-0.001301
18163,20200828,0.004052
18163,20200831,-0.003171
18163,20200901,-0.001084
18163,20200902,0.016862
18163,20200903,-0.016013
18163,20200904,-0.002170
18163,20200908,-0.014642
18163,20200909,0.016257
18163,20200910,-0.010496
18163,20200911,0.010534
18163,20200914,0.003547
18163,20200915,0.000000
18163,20200916,-0.006709
18163,20200917,-0.001307
18163,20200918,-0.001091
18163,20200921,-0.004804
18163,20200922,0.009143
18163,20200923,-0.011960
18163,20200924,0.004475
18163,20200925,0.005112
18163,20200928,0.002834
18163,20200929,-0.005434
18163,20200930,0.012604
18163,20201001,0.001799
18163,20201002,-0.008044
18163,20201005,0.009195
18163,20201006,0.001578
18163,20201007,0.007807
18163,20201008,0.006752
18163,20201009,0.008966
18163,20201012,0.010985
18163,20201013,-0.001938
18163,20201014,-0.001179
18163,20201015,-0.001458
18163,20201016,0.003893
18163,20201019,-0.017176
18163,20201020,0.004017
18163,20201021,0.005404
18163,20201022,-0.007046
18163,20201023,0.006575
18163,20201026,-0.007585
18163,20201027,0.007502
18163,20201028,-0.033015
18163,20201029,-0.000654
18163,20201030,-0.003416
18163,20201102,0.010211
18163,20201103,0.019639
18163,20201104,-0.004107
18163,20201105,0.012372
18163,20201106,0.005970
18163,20201109,-0.036584
18163,20201110,0.016450
18163,20201111,0.012905
18163,20201112,0.000563
18163,20201113,0.014984
18163,20201116,-0.012822
18163,20201117,-0.003861
18163,20201118,-0.015365
18163,20201119,-0.001217
18163,20201120,-0.001648
18163,20201123,-0.003877
18163,20201124,-0.003243
18163,20201125,0.002675
18163,20201127,-0.000505
18163,20201130,0.001876
18163,20201201,0.003600
18163,20201202,-0.007247
18163,20201203,-0.007372
18163,20201204,0.000947
18163,20201207,0.001528
18163,20201208,0.002687
18163,20201209,-0.011880
18163,20201210,-0.006598
18163,20201211,0.007380
18163,20201214,-0.004835
18163,20201215,0.005889
18163,20201216,0.004537
18163,20201217,0.007139
18163,20201218,0.005714
18163,20201221,-0.010932
18163,20201222,-0.007054
18163,20201223,-0.001538
18163,20201224,0.010122
18163,20201228,0.006971
18163,20201229,-0.001875
18163,20201230,-0.004696
18163,20201231,0.009944
18428,20200102,-0.017906
18428,20200103,-0.024744
18428,20200106,-0.004006
18428,20200107,-0.000383
18428,20200108,0.010347
18428,20200109,-0.010241
18428,20200110,-0.013221
18428,20200113,0.016505
18428,20200114,-0.002101
18428,20200115,0.000574
18428,20200116,0.004018
18428,20200117,0.016387
18428,20200121,-0.013873
18428,20200122,-0.032890
18428,20200123,-0.012188
18428,20200124,-0.035025
18428,20200127,-0.027016
18428,20200128,-0.000424
18428,20200129,0.053223
18428,20200130,-0.024159
18428,20200131,-0.049515
18428,20200203,0.014543
18428,20200204,0.028027
18428,20200205,0.032466
18428,20200206,-0.008264
18428,20200207,-0.023781
18428,20200210,0.003331
18428,20200211,0.012451
18428,20200212,0.012093
18428,20200213,-0.021871
18428,20200214,0.006832
18428,20200218,-0.018301
18428,20200219,-0.003770
18428,20200220,0.025231
18428,20200221,-0.009434
18428,20200224,-0.042650
18428,20200225,-0.049524
18428,20200226,-0.020478
18428,20200227,-0.065041
18428,20200228,0.021745
18428,20200302,0.024994
18428,20200303,-0.020763
18428,20200304,0.033284
18428,20200305,-0.043188
18428,20200306,-0.028179
18428,20200309,-0.216577
18428,20200310,0.028497
18428,20200311,-0.108599
18428,20200312,-0.154341
18428,20200313,0.085340
18428,20200316,-0.143636
18428,20200317,0.209091
18428,20200318,-0.006015
18428,20200319,0.063540
18428,20200320,-0.024182
18428,20200323,-0.031341
18428,20200324,0.071106
18428,20200325,0.067088
18428,20200326,-0.023041
18428,20200327,-0.037736
18428,20200330,0.003151
18428,20200331,0.020593
18428,20200401,-0.075239
18428,20200402,0.036612
18428,20200403,-0.002141
18428,20200406,0.091884
18428,20200407,0.058612
18428,20200408,0.076090
18428,20200409,0.050877
18428,20200413,-0.036379
18428,20200414,0.003974
18428,20200415,-0.088776
18428,20200416,-0.018616
18428,20200417,0.056592
18428,20200420,-0.056553
18428,20200421,-0.020615
18428,20200422,0.031088
18428,20200423,0.022613
18428,20200424,0.017199
18428,20200427,0.039855
18428,20200428,0.041521
18428,20200429,0.044606
18428,20200430,-0.020817
18428,20200501,-0.075225
18428,20200504,-0.025641
18428,20200505,0.009377
18428,20200506,-0.042254
18428,20200507,0.027847
18428,20200508,0.045053
18428,20200511,-0.012525
18428,20200512,-0.003245
18428,20200513,-0.042616
18428,20200514,0.035858
18428,20200515,0.001492
18428,20200518,0.094756
18428,20200519,-0.029940
18428,20200520,0.015152
18428,20200521,-0.009950
18428,20200522,0.008375
18428,20200526,0.073920
18428,20200527,0.026553
18428,20200528,-0.010296
18428,20200529,-0.002842
18428,20200601,0.000259
18428,20200602,0.051541
18428,20200603,0.025370
18428,20200604,0.025943
18428,20200605,0.029501
18428,20200608,0.043894
18428,20200609,-0.032462
18428,20200610,-0.018689
18428,20200611,-0.099128
18428,20200612,0.050178
18428,20200615,0.018191
18428,20200616,0.006432
18428,20200617,-0.025562
18428,20200618,0.009959
18428,20200619,0.001683
18428,20200622,0.002161
18428,20200623,-0.009344
18428,20200624,-0.070133
18428,20200625,0.039792
18428,20200626,-0.004502
18428,20200629,0.029648
18428,20200630,-0.005369
18428,20200701,-0.000245
18428,20200702,0.020614
18428,20200706,0.020678
18428,20200707,-0.017903
18428,20200708,-0.032142
18428,20200709,-0.022553
18428,20200710,0.033469
18428,20200713,0.011776
18428,20200714,0.029098
18428,20200715,0.020971
18428,20200716,0.011539
18428,20200717,-0.003651
18428,20200720,-0.031372
18428,20200721,0.017494
18428,20200722,0.030204
18428,20200723,-0.034281
18428,20200724,-0.004904
18428,20200727,0.032621
18428,20200728,-0.031364
18428,20200729,0.021117
18428,20200730,-0.041131
18428,20200731,-0.016056
18428,20200803,-0.023624
18428,20200804,0.030681
18428,20200805,0.016215
18428,20200806,0.001429
18428,20200807,0.013793
18428,20200810,0.050903
18428,20200811,-0.006696
18428,20200812,-0.004944
18428,20200813,0.003388
18428,20200814,0.009903
18428,20200817,-0.009138
18428,20200818,0.005623
18428,20200819,-0.001566
18428,20200820,-0.021281
18428,20200821,-0.002289
18428,20200824,0.058041
18428,20200825,-0.011492
18428,20200826,0.016451
18428,20200827,-0.003884
18428,20200828,0.012782
18428,20200831,-0.020195
18428,20200901,0.047651
18428,20200902,0.041252
18428,20200903,-0.016863
18428,20200904,0.004340
18428,20200908,-0.013786
18428,20200909,0.027123
18428,20200910,-0.010766
18428,20200911,0.023614
18428,20200914,0.004814
18428,20200915,0.019565
18428,20200916,-0.026826
18428,20200917,0.025553
18428,20200918,-0.011772
18428,20200921,-0.048839
18428,20200922,-0.002296
18428,20200923,-0.022176
18428,20200924,-0.007060
18428,20200925,-0.007972
18428,20200928,0.031277
18428,20200929,-0.019166
18428,20200930,0.010307
18428,20201001,-0.019979
18428,20201002,0.026025
18428,20201005,0.026844
18428,20201006,-0.014409
18428,20201007,0.008772
18428,20201008,0.022360
18428,20201009,-0.000405
18428,20201012,-0.015802
18428,20201013,-0.014409
18428,20201014,0.019841
18428,20201015,0.003686
18428,20201016,0.005917
18428,20201019,-0.009331
18428,20201020,0.010238
18428,20201021,-0.016011
18428,20201022,0.005561
18428,20201023,-0.005940
18428,20201026,-0.028436
18428,20201027,-0.012301
18428,20201028,-0.029848
18428,20201029,0.023683
18428,20201030,-0.016432
18428,20201102,0.051220
18428,20201103,0.019030
18428,20201104,-0.046788
18428,20201105,0.054252
18428,20201106,-0.015111
18428,20201109,0.080655
18428,20201110,0.025710
18428,20201111,-0.023382
18428,20201112,-0.022409
18428,20201113,0.018221
18428,20201116,0.037714
18428,20201117,0.010198
18428,20201118,0.015051
18428,20201119,0.000723
18428,20201120,-0.011023
18428,20201123,0.022109
18428,20201124,0.031999
18428,20201125,-0.022519
18428,20201127,-0.005848
18428,20201130,-0.043141
18428,20201201,0.009809
18428,20201202,-0.006165
18428,20201203,0.007519
18428,20201204,0.027052
18428,20201207,-0.033424
18428,20201208,0.025183
18428,20201209,0.002017
18428,20201210,-0.004208
18428,20201211,-0.007900
18428,20201214,-0.017407
18428,20201215,0.020166
18428,20201216,-0.005542
18428,20201217,0.000000
18428,20201218,0.033996
18428,20201221,-0.010420
18428,20201222,-0.007444
18428,20201223,0.001463
18428,20201224,0.000731
18428,20201228,-0.009126
18428,20201229,0.000737
18428,20201230,0.020983
18428,20201231,0.000541
18542,20200102,0.019299
18542,20200103,-0.013884
18542,20200106,-0.000674
18542,20200107,-0.013213
18542,20200108,0.008881
18542,20200109,-0.002505
18542,20200110,-0.008010
18542,20200113,0.004722
18542,20200114,-0.000954
18542,20200115,-0.007567
18542,20200116,0.015800
18542,20200117,0.006357
18542,20200121,-0.013060
18542,20200122,-0.022077
18542,20200123,0.000841
18542,20200124,-0.016602
18542,20200127,-0.033124
18542,20200128,0.007441
18542,20200129,-0.007021
18542,20200130,-0.003020
18542,20200131,-0.029696
18542,20200203,-0.012029
18542,20200204,0.028820
18542,20200205,0.029436
18542,20200206,-0.001382
18542,20200207,-0.028270
18542,20200210,0.007123
18542,20200211,0.013922
18542,20200212,0.024965
18542,20200213,0.000931
18542,20200214,-0.012382
18542,20200218,-0.010218
18542,20200219,0.002050
18542,20200220,0.000511
18542,20200221,0.002045
18542,20200224,-0.036732
18542,20200225,-0.023984
18542,20200226,-0.005814
18542,20200227,-0.038830
18542,20200228,0.007869
18542,20200302,0.027044
18542,20200303,-0.025235
18542,20200304,0.024280
18542,20200305,-0.042622
18542,20200306,-0.004591
18542,20200309,-0.142822
18542,20200310,0.023254
18542,20200311,-0.054465
18542,20200312,-0.083722
18542,20200313,0.079991
18542,20200316,-0.062525
18542,20200317,0.072690
18542,20200318,-0.000798
18542,20200319,0.028865
18542,20200320,-0.072906
18542,20200323,-0.038220
18542,20200324,0.103321
18542,20200325,0.032860
18542,20200326,0.055699
18542,20200327,-0.045792
18542,20200330,0.059465
18542,20200331,0.038761
18542,20200401,-0.040417
18542,20200402,0.048406
18542,20200403,-0.017732
18542,20200406,0.050231
18542,20200407,0.012372
18542,20200408,0.044948
18542,20200409,-0.018603
18542,20200413,-0.087099
18542,20200414,0.020501
18542,20200415,-0.042497
18542,20200416,0.015153
18542,20200417,0.036301
18542,20200420,-0.014617
18542,20200421,-0.041449
18542,20200422,0.007192
18542,20200423,0.020517
18542,20200424,0.010008
18542,20200427,0.010172
18542,20200428,0.002257
18542,20200429,0.039841
18542,20200430,-0.030651
18542,20200501,-0.047259
18542,20200504,-0.028499
18542,20200505,0.011047
18542,20200506,-0.011386
18542,20200507,-0.003529
18542,20200508,0.044925
18542,20200511,-0.031219
18542,20200512,-0.033238
18542,20200513,-0.004952
18542,20200514,0.016367
18542,20200515,0.016292
18542,20200518,0.065789
18542,20200519,-0.025561
18542,20200520,0.032209
18542,20200521,-0.014089
18542,20200522,-0.013940
18542,20200526,0.043923
18542,20200527,0.042671
18542,20200528,-0.013723
18542,20200529,-0.005052
18542,20200601,0.003080
18542,20200602,0.023402
18542,20200603,0.030571
18542,20200604,0.014714
18542,20200605,0.047767
18542,20200608,0.019242
18542,20200609,-0.025632
18542,20200610,-0.013041
18542,20200611,-0.082226
18542,20200612,0.013163
18542,20200615,0.003735
18542,20200616,0.052585
18542,20200617,-0.014449
18542,20200618,-0.004991
18542,20200619,-0.001019
18542,20200622,-0.013102
18542,20200623,0.003657
18542,20200624,-0.033188
18542,20200625,0.021711
18542,20200626,-0.018603
18542,20200629,0.023368
18542,20200630,0.009980
18542,20200701,-0.003478
18542,20200702,0.013168
18542,20200706,0.013389
18542,20200707,-0.017229
18542,20200708,0.007311
18542,20200709,-0.018731
18542,20200710,0.018134
18542,20200713,0.019999
18542,20200714,0.048327
18542,20200715,0.010812
18542,20200716,0.001445
18542,20200717,-0.004547
18542,20200720,-0.016581
18542,20200721,0.009210
18542,20200722,0.008170
18542,20200723,-0.002774
18542,20200724,0.007174
18542,20200727,0.016790
18542,20200728,-0.013296
18542,20200729,0.018112
18542,20200730,-0.027041
18542,20200731,-0.028158
18542,20200803,-0.008278
18542,20200804,-0.001973
18542,20200805,0.026232
18542,20200806,-0.004297
18542,20200807,0.003944
18542,20200810,0.052624
18542,20200811,0.003591
18542,20200812,0.000281
18542,20200813,-0.013327
18542,20200814,-0.005047
18542,20200817,-0.008860
18542,20200818,-0.002523
18542,20200819,-0.002529
18542,20200820,-0.003913
18542,20200821,0.006910
18542,20200824,0.023478
18542,20200825,-0.003741
18542,20200826,0.004818
18542,20200827,0.010858
18542,20200828,0.001814
18542,20200831,-0.009190
18542,20200901,0.026281
18542,20200902,0.022047
18542,20200903,-0.016815
18542,20200904,0.009676
18542,20200908,0.002295
18542,20200909,0.028077
18542,20200910,-0.018534
18542,20200911,0.026491
18542,20200914,-0.002080
18542,20200915,-0.031985
18542,20200916,0.016891
18542,20200917,0.018265
18542,20200918,-0.009618
18542,20200921,-0.046328
18542,20200922,0.012523
18542,20200923,-0.018824
18542,20200924,0.005264
18542,20200925,0.005305
18542,20200928,0.012131
18542,20200929,-0.001828
18542,20200930,0.011804
18542,20201001,-0.016359
18542,20201002,0.022016
18542,20201005,0.023676
18542,20201006,-0.012770
18542,20201007,0.021382
18542,20201008,0.012212
18542,20201009,0.014554
18542,20201012,0.023090
18542,20201013,-0.003013
18542,20201014,0.009191
18542,20201015,0.008740
18542,20201016,0.022479
18542,20201019,-0.007230
18542,20201020,0.008715
18542,20201021,-0.009409
18542,20201022,0.013501
18542,20201023,-0.000236
18542,20201026,-0.031971
18542,20201027,-0.032414
18542,20201028,-0.042746
18542,20201029,0.023220
18542,20201030,0.015388
18542,20201102,0.039605
18542,20201103,0.027072
18542,20201104,-0.074304
18542,20201105,0.050635
18542,20201106,-0.011037
18542,20201109,0.059086
18542,20201110,0.008664
18542,20201111,-0.016483
18542,20201112,-0.001947
18542,20201113,0.015255
18542,20201116,0.008619
18542,20201117,-0.007391
18542,20201118,0.004828
18542,20201119,0.000926
18542,20201120,-0.003875
18542,20201123,0.014806
18542,20201124,0.012130
18542,20201125,-0.012832
18542,20201127,0.002577
18542,20201130,-0.008510
18542,20201201,-0.001901
18542,20201202,0.003521
18542,20201203,0.004371
18542,20201204,0.043406
18542,20201207,-0.019209
18542,20201208,0.000727
18542,20201209,0.006878
18542,20201210,-0.006775
18542,20201211,0.002460
18542,20201214,-0.006916
18542,20201215,0.020725
18542,20201216,-0.012325
18542,20201217,-0.001838
18542,20201218,0.009991
18542,20201221,-0.004421
18542,20201222,-0.019871
18542,20201223,0.010420
18542,20201224,0.006389
18542,20201228,-0.006627
18542,20201229,-0.009643
18542,20201230,0.019190
18542,20201231,0.010998
19502,20200102,0.002035
19502,20200103,0.000000
19502,20200106,0.008632
19502,20200107,-0.005034
19502,20200108,-0.058357
19502,20200109,-0.020598
19502,20200110,-0.008413
19502,20200113,-0.002951
19502,20200114,0.010359
19502,20200115,-0.003479
19502,20200116,-0.000184
19502,20200117,-0.000184
19502,20200121,-0.009925
19502,20200122,-0.008353
19502,20200123,-0.002246
19502,20200124,-0.023640
19502,20200127,0.003651
19502,20200128,0.010530
19502,20200129,-0.009473
19502,20200130,-0.006312
19502,20200131,-0.021174
19502,20200203,0.001967
19502,20200204,0.027282
19502,20200205,0.012228
19502,20200206,0.009626
19502,20200207,-0.004674
19502,20200210,0.003381
19502,20200211,-0.008049
19502,20200212,0.027930
19502,20200213,-0.016523
19502,20200214,-0.013440
19502,20200218,-0.010076
19502,20200219,0.004049
19502,20200220,-0.003841
19502,20200221,-0.008097
19502,20200224,-0.047036
19502,20200225,-0.031001
19502,20200226,0.003368
19502,20200227,-0.029998
19502,20200228,-0.010381
19502,20200302,0.051355
19502,20200303,-0.041364
19502,20200304,0.055724
19502,20200305,0.001848
19502,20200306,0.035465
19502,20200309,-0.040982
19502,20200310,0.014864
19502,20200311,-0.062856
19502,20200312,-0.109616
19502,20200313,0.126036
19502,20200316,-0.024031
19502,20200317,0.100266
19502,20200318,0.064718
19502,20200319,-0.080667
19502,20200320,-0.043872
19502,20200323,-0.060534
19502,20200324,0.037606
19502,20200325,-0.084199
19502,20200326,0.102075
19502,20200327,-0.036567
19502,20200330,0.026364
19502,20200331,0.013065
19502,20200401,-0.059454
19502,20200402,-0.062979
19502,20200403,0.009921
19502,20200406,0.046906
19502,20200407,0.004222
19502,20200408,0.006540
19502,20200409,0.020654
19502,20200413,0.002956
19502,20200414,0.051462
19502,20200415,-0.063389
19502,20200416,-0.004834
19502,20200417,0.029378
19502,20200420,-0.037079
19502,20200421,-0.007001
19502,20200422,0.017861
19502,20200423,0.004387
19502,20200424,0.005517
19502,20200427,0.015775
19502,20200428,0.004952
19502,20200429,0.015901
19502,20200430,-0.045635
19502,20200501,-0.037653
19502,20200504,0.018963
19502,20200505,-0.010130
19502,20200506,-0.019515
19502,20200507,-0.013107
19502,20200508,0.024840
19502,20200511,0.000960
19502,20200512,-0.028291
19502,20200513,-0.053787
19502,20200514,0.013038
19502,20200515,-0.011583
19502,20200518,0.064062
19502,20200519,-0.015480
19502,20200520,0.009303
19502,20200521,-0.009716
19502,20200522,-0.003774
19502,20200526,0.064647
19502,20200527,0.019213
19502,20200528,-0.026530
19502,20200529,0.026536
19502,20200601,0.008384
19502,20200602,0.005774
19502,20200603,0.001378
19502,20200604,0.013529
19502,20200605,0.026018
19502,20200608,0.036825
19502,20200609,-0.037006
19502,20200610,-0.022085
19502,20200611,-0.079720
19502,20200612,0.015951
19502,20200615,0.002174
19502,20200616,0.015907
19502,20200617,0.000000
19502,20200618,-0.004033
19502,20200619,0.051215
19502,20200622,-0.020168
19502,20200623,-0.009945
19502,20200624,-0.038309
19502,20200625,0.021132
19502,20200626,-0.020695
19502,20200629,0.027933
19502,20200630,0.001654
19502,20200701,-0.035622
19502,20200702,0.026908
19502,20200706,0.028109
19502,20200707,-0.021779
19502,20200708,0.001658
19502,20200709,-0.077560
19502,20200710,0.028454
19502,20200713,-0.013460
19502,20200714,0.013391
19502,20200715,0.014211
19502,20200716,0.016470
19502,20200717,0.001693
19502,20200720,-0.023177
19502,20200721,-0.001236
19502,20200722,0.006929
19502,20200723,-0.008602
19502,20200724,0.004214
19502,20200727,-0.016539
19502,20200728,0.021084
19502,20200729,0.011799
19502,20200730,-0.012634
19502,20200731,0.001722
19502,20200803,0.009089
19502,20200804,-0.003651
19502,20200805,-0.002932
19502,20200806,0.001960
19502,20200807,0.015407
19502,20200810,0.032274
19502,20200811,-0.023565
19502,20200812,-0.000717
19502,20200813,-0.019608
19502,20200814,0.022195
19502,20200817,-0.017538
19502,20200818,0.001275
19502,20200819,-0.012512
19502,20200820,-0.013416
19502,20200821,-0.006296
19502,20200824,0.007096
19502,20200825,-0.006039
19502,20200826,-0.021013
19502,20200827,0.017326
19502,20200828,-0.014743
19502,20200831,-0.019092
19502,20200901,-0.033141
19502,20200902,0.011153
19502,20200903,-0.002152
19502,20200904,-0.005392
19502,20200908,-0.021415
19502,20200909,-0.020776
19502,20200910,-0.019236
19502,20200911,0.000865
19502,20200914,0.011816
19502,20200915,0.004557
19502,20200916,0.028636
19502,20200917,0.025634
19502,20200918,-0.007525
19502,20200921,-0.030869
19502,20200922,-0.001956
19502,20200923,-0.018477
19502,20200924,-0.000856
19502,20200925,0.011419
19502,20200928,0.018064
19502,20200929,-0.019129
19502,20200930,0.015263
19502,20201001,-0.001392
19502,20201002,-0.002788
19502,20201005,0.023763
19502,20201006,-0.018296
19502,20201007,0.015021
19502,20201008,0.015895
19502,20201009,-0.019692
19502,20201012,0.016236
19502,20201013,-0.020309
19502,20201014,-0.007463
19502,20201015,0.048176
19502,20201016,-0.006111
19502,20201019,-0.011762
19502,20201020,0.014065
19502,20201021,-0.002667
19502,20201022,0.003209
19502,20201023,0.014130
19502,20201026,-0.021819
19502,20201027,-0.032518
19502,20201028,-0.039167
19502,20201029,-0.030934
19502,20201030,0.015513
19502,20201102,0.051410
19502,20201103,0.044146
19502,20201104,-0.028766
19502,20201105,0.034027
19502,20201106,-0.005862
19502,20201109,0.066336
19502,20201110,0.064471
19502,20201111,-0.021488
19502,20201112,-0.016168
19502,20201113,0.047584
19502,20201116,0.032545
19502,20201117,-0.096258
19502,20201118,-0.029043
19502,20201119,-0.009940
19502,20201120,-0.008454
19502,20201123,0.011990
19502,20201124,0.014218
19502,20201125,0.014278
19502,20201127,-0.001792
19502,20201130,-0.025385
19502,20201201,0.011839
19502,20201202,0.035881
19502,20201203,0.074799
19502,20201204,0.013779
19502,20201207,-0.022575
19502,20201208,-0.010370
19502,20201209,-0.005239
19502,20201210,-0.002873
19502,20201211,-0.002881
19502,20201214,-0.001204
19502,20201215,-0.003616
19502,20201216,-0.021534
19502,20201217,0.010880
19502,20201218,-0.004648
19502,20201221,-0.000492
19502,20201222,-0.034423
19502,20201223,0.015279
19502,20201224,-0.006270
19502,20201228,0.001010
19502,20201229,-0.006304
19502,20201230,-0.001776
19502,20201231,0.013727
19561,20200102,0.023207
19561,20200103,-0.001680
19561,20200106,0.002945
19561,20200107,0.010607
19561,20200108,-0.017523
19561,20200109,0.014998
19561,20200110,-0.019088
19561,20200113,0.000909
19561,20200114,0.006450
19561,20200115,-0.007673
19561,20200116,0.006671
19561,20200117,-0.023645
19561,20200121,-0.033256
19561,20200122,-0.013945
19561,20200123,0.028447
19561,20200124,0.016552
19561,20200127,-0.019966
19561,20200128,-0.000126
19561,20200129,0.017248
19561,20200130,0.003975
19561,20200131,-0.015558
19561,20200203,-0.007132
19561,20200204,0.006139
19561,20200205,0.036516
19561,20200206,0.036049
19561,20200207,-0.013707
19561,20200210,0.023519
19561,20200211,-0.000725
19561,20200212,0.008797
19561,20200213,-0.007411
19561,20200214,-0.006797
19561,20200218,-0.004728
19561,20200219,-0.001712
19561,20200220,-0.005971
19561,20200221,-0.017545
19561,20200224,-0.037775
19561,20200225,-0.043284
19561,20200226,0.004767
19561,20200227,-0.058346
19561,20200228,-0.043960
19561,20200302,0.051470
19561,20200303,-0.029903
19561,20200304,0.008909
19561,20200305,-0.080355
19561,20200306,0.007528
19561,20200309,-0.134030
19561,20200310,0.016904
19561,20200311,-0.181507
19561,20200312,-0.181087
19561,20200313,0.099199
19561,20200316,-0.238484
19561,20200317,-0.042204
19561,20200318,-0.179233
19561,20200319,-0.041025
19561,20200320,-0.027633
19561,20200323,0.111672
19561,20200324,0.208862
19561,20200325,0.243186
19561,20200326,0.137466
19561,20200327,-0.102742
19561,20200330,-0.060000
19561,20200331,-0.020620
19561,20200401,-0.123642
19561,20200402,-0.056848
19561,20200403,0.010140
19561,20200406,0.194748
19561,20200407,-0.048330
19561,20200408,0.037364
19561,20200409,0.033839
19561,20200413,-0.029702
19561,20200414,-0.042965
19561,20200415,0.035319
19561,20200416,-0.080422
19561,20200417,0.147199
19561,20200420,-0.067468
19561,20200421,-0.050693
19561,20200422,-0.009976
19561,20200423,0.020523
19561,20200424,-0.063598
19561,20200427,-0.002326
19561,20200428,0.020361
19561,20200429,0.058644
19561,20200430,0.014532
19561,20200501,-0.054248
19561,20200504,-0.014321
19561,20200505,-0.046098
19561,20200506,-0.028230
19561,20200507,0.055720
19561,20200508,0.037233
19561,20200511,-0.033948
19561,20200512,-0.028625
19561,20200513,-0.029708
19561,20200514,0.008395
19561,20200515,-0.020568
19561,20200518,0.128667
19561,20200519,-0.036917
19561,20200520,0.022079
19561,20200521,0.042604
19561,20200522,-0.010576
19561,20200526,0.052352
19561,20200527,0.033096
19561,20200528,0.002006
19561,20200529,-0.026498
19561,20200601,0.037984
19561,20200602,0.012682
19561,20200603,0.129476
19561,20200604,0.064334
19561,20200605,0.114650
19561,20200608,0.122037
19561,20200609,-0.059696
19561,20200610,-0.061502
19561,20200611,-0.164250
19561,20200612,0.114765
19561,20200615,0.007546
19561,20200616,0.035770
19561,20200617,-0.026445
19561,20200618,-0.001298
19561,20200619,-0.027406
19561,20200622,0.008021
19561,20200623,-0.003395
19561,20200624,-0.059559
19561,20200625,-0.010244
19561,20200626,-0.027848
19561,20200629,0.143992
19561,20200630,-0.057535
19561,20200701,-0.016257
19561,20200702,0.002717
19561,20200706,0.039268
19561,20200707,-0.048055
19561,20200708,0.006708
19561,20200709,-0.037761
19561,20200710,0.029778
19561,20200713,-0.015636
19561,20200714,0.024538
19561,20200715,0.044343
19561,20200716,-0.049165
19561,20200717,-0.017012
19561,20200720,-0.007059
19561,20200721,0.024137
19561,20200722,0.006494
19561,20200723,-0.018577
19561,20200724,-0.015245
19561,20200727,-0.020430
19561,20200728,0.003701
19561,20200729,-0.028272
19561,20200730,-0.024456
19561,20200731,-0.024390
19561,20200803,0.027025
19561,20200804,0.017255
19561,20200805,0.055794
19561,20200806,-0.011935
19561,20200807,-0.012660
19561,20200810,0.055229
19561,20200811,0.004013
19561,20200812,-0.026037
19561,20200813,-0.004047
19561,20200814,0.019172
19561,20200817,-0.034086
19561,20200818,-0.010348
19561,20200819,-0.005639
19561,20200820,0.001831
19561,20200821,-0.012266
19561,20200824,0.064299
19561,20200825,-0.019858
19561,20200826,-0.016196
19561,20200827,0.013380
19561,20200828,0.009185
19561,20200831,-0.022639
19561,20200901,0.001630
19561,20200902,0.015572
19561,20200903,-0.034386
19561,20200904,0.013510
19561,20200908,-0.058287
19561,20200909,-0.001862
19561,20200910,-0.019219
19561,20200911,0.016108
19561,20200914,0.031954
19561,20200915,-0.011249
19561,20200916,0.024283
19561,20200917,0.000418
19561,20200918,-0.038142
19561,20200921,-0.029726
19561,20200922,0.002878
19561,20200923,-0.035842
19561,20200924,-0.033933
19561,20200925,0.068333
19561,20200928,0.064411
19561,20200929,-0.014933
19561,20200930,0.010147
19561,20201001,0.015733
19561,20201002,0.001311
19561,20201005,0.018563
