level_0,index,created_at,text,url,replies,retweets,favorites,user,bioguide_id,party,state
6683,166846,2017-09-27 19:49:00,@SenatorDurbin Businesses across U.S. from Silicon Valley to Wall Street to ranchers & ; cattlemen in rural NV know täó_  ,https://twitter.com/SenCortezMasto/status/913128499241787392,1,5,7,SenCortezMasto,C001113,D,NV
6684,166847,2017-09-27 19:48:00,"@SenatorDurbin Rescinding #DACA doesn't fix our broken system. It bullies vulnerable, hardworking immigrants & ; theiäó_  ",https://twitter.com/SenCortezMasto/status/913128323697520640,2,5,7,SenCortezMasto,C001113,D,NV
6685,166848,2017-09-27 19:48:00,"@SenatorDurbin If these young men & ; women, who are active members of our workforce, were deported, NV's economy wouäó_  ",https://twitter.com/SenCortezMasto/status/913128147595546625,1,4,7,SenCortezMasto,C001113,D,NV
6686,166849,2017-09-27 19:47:00,"@SenatorDurbin I've met some of the 13k DREAMers in NV and they're incredible. People ask me: ""what would you telläó_  ",https://twitter.com/SenCortezMasto/status/913127978758033409,1,7,12,SenCortezMasto,C001113,D,NV
6687,166850,2017-09-27 19:47:00,Joining @SenatorDurbin & ; first responder of #HurricaneHarvey - a DREAMer - on call to urge the GOP to immediately take up & ; pass #DreamAct,https://twitter.com/SenCortezMasto/status/913127887477362690,2,9,31,SenCortezMasto,C001113,D,NV
6688,166851,2017-09-27 17:58:00,Learn more on how best to seek grant opportunities through my office. Reno staff now helping @NVNACO at conferenceäó_  ,https://twitter.com/SenCortezMasto/status/913100479671959552,0,4,7,SenCortezMasto,C001113,D,NV
6689,166852,2017-09-27 16:56:00,The deadline to renew your #DACA status is October 5th. Do it nowäÊÍ   #ProtectDreamers,https://twitter.com/SenCortezMasto/status/913084965730037761,2,27,17,SenCortezMasto,C001113,D,NV
6690,166853,2017-09-27 15:08:00,"Big companies are trying to use fine print to silence Nevadans. We must protect consumers, students, & ; our servicemembers' access to justice",https://twitter.com/SenCortezMasto/status/913057790373040130,2,5,20,SenCortezMasto,C001113,D,NV
6691,166854,2017-09-27 15:07:00,We can't let these big companies off the hook! The @CFPB's rule gives Main Street a fighting chance against the Big Banks & ; seek justice.,https://twitter.com/SenCortezMasto/status/913057463817134081,4,37,85,SenCortezMasto,C001113,D,NV
6692,166855,2017-09-27 15:06:00,"Since @Equifax breach of 143 million Americans' info, I've received nearly 4 dozen letters from Nevadans seeking justice.",https://twitter.com/SenCortezMasto/status/913057171314790402,0,7,16,SenCortezMasto,C001113,D,NV
6693,166856,2017-09-27 15:05:00,"With at least 54,000 @WellsFargo fake accounts created in Nevada, it's more important than ever that consumers have protections from @CFPB.",https://twitter.com/SenCortezMasto/status/913057014317764609,1,10,22,SenCortezMasto,C001113,D,NV
6694,166857,2017-09-27 15:04:00,"When we let Nevadans have their day in court, it puts another cop on the beat to ensure Big Banks canäó»t gouge borrowers w/ tricks & ; traps.",https://twitter.com/SenCortezMasto/status/913056867106115586,0,6,16,SenCortezMasto,C001113,D,NV
6695,166858,2017-09-27 15:04:00,"Whether it's fake accounts from @WellsFargo or @Equifax data breach, consumers need access to justice system & ; have their day in court.",https://twitter.com/SenCortezMasto/status/913056779881385984,7,45,121,SenCortezMasto,C001113,D,NV
6696,166859,2017-09-27 15:04:00,"The @CFPB issued a simple, straightforward rule that safeguards the right of every single American consumer to hold Big Banks accountable.",https://twitter.com/SenCortezMasto/status/913056684163125248,0,2,9,SenCortezMasto,C001113,D,NV
6697,166860,2017-09-27 15:03:00,"In its short life, the @CFPB has returned $12 billion to 29 million consumers. In NV, the CFPB has worked to resolve about 14,600 cases.",https://twitter.com/SenCortezMasto/status/913056544144678913,0,9,21,SenCortezMasto,C001113,D,NV
6698,166861,2017-09-27 15:02:00,"As NV's AG, I took on the Big Banks that preyed upon NV families, bringing back $1.9 billion to NV. Now, @CFPB looks out for consumers.",https://twitter.com/SenCortezMasto/status/913056166510579712,4,28,77,SenCortezMasto,C001113,D,NV
6699,166862,2017-09-27 14:35:00,Fraud shouldn't be kept secret like in @WellsFargo scandal - American people need @CFPB rule so companies don't take advantage of consumers.,https://twitter.com/SenCortezMasto/status/913049395435843584,5,93,202,SenCortezMasto,C001113,D,NV
6700,166863,2017-09-27 14:28:00,.@CFPBäó»s rule banning forced arbitration guarantees consumers their day in court to hold the worst companies accountable.,https://twitter.com/SenCortezMasto/status/913047748957614080,2,34,100,SenCortezMasto,C001113,D,NV
6701,166864,2017-09-27 14:22:00,Joining @SenSchumer @SenWarren LIVE at 10:30am/7:30am PT to discuss why we must protect @CFPB to empower consumers:  ,https://twitter.com/SenCortezMasto/status/913046215973011457,1,12,12,SenCortezMasto,C001113,D,NV
6702,166865,2017-09-27 00:30:00,Joined @SenateDems to push Trump Admin to extend the renewal deadline for #DACA recipients affected by hurricanes --&gt; ,https://twitter.com/SenCortezMasto/status/912836689772601345,2,10,36,SenCortezMasto,C001113,D,NV
6703,166866,2017-09-26 23:15:00,#PuertoRico & ; the U.S. Virgin Islands are on the verge of a full-blown humanitarian crisis. They deserve the full säó_  ,https://twitter.com/SenCortezMasto/status/912817814855135233,5,35,65,SenCortezMasto,C001113,D,NV
6704,166867,2017-09-26 22:10:00,"Honored to meet w/ Jillyn Pendleton, NV's Principal of the Year from my alma mater, @ClarkChargers! Great to hear aäó_  ",https://twitter.com/SenCortezMasto/status/912801489181175809,0,18,70,SenCortezMasto,C001113,D,NV
6705,166868,2017-09-26 21:55:00,"Before the #ACA, Indian health services denied tribal members' claims for basic & ; preventative care. We must work täó_  ",https://twitter.com/SenCortezMasto/status/912797914124210177,2,24,45,SenCortezMasto,C001113,D,NV
6706,166869,2017-09-26 21:20:00,"Does your #DACA expire between now and March 5, 2018? Submit your renewal application before October 5, 2017 ASAPäÊÍ  ",https://twitter.com/SenCortezMasto/status/912789060774711297,3,20,23,SenCortezMasto,C001113,D,NV
6707,166870,2017-09-26 20:56:00,  @SenatorTomUdall: Thank you @SenCortezMasto & ; @SenatorHeitk  for defending Native Americansäó» health care and highlighting the need foräó_,https://twitter.com/SenCortezMasto/status/912783034998501377,3,15,65,SenCortezMasto,C001113,D,NV
6708,166871,2017-09-26 19:32:00,"Now that @SenateGOP has abandon efforts to rip care away from 32 million, it's critical we work together to fix what needs fixing in #ACA.",https://twitter.com/SenCortezMasto/status/912761783621910529,9,21,85,SenCortezMasto,C001113,D,NV
6709,166872,2017-09-26 19:29:00,Thanks to everyone that used your voice to help us kill #GrahamCassidy. The power of our voices should never be undäó_  ,https://twitter.com/SenCortezMasto/status/912760991829643264,3,11,51,SenCortezMasto,C001113,D,NV
6710,166873,2017-09-26 16:58:00,"Cassie in NV relies on @PPFA for affordable care. #GrahamCassidy defunds Planned Parenthood, which would leave heräó_  ",https://twitter.com/SenCortezMasto/status/912723049073532929,19,47,83,SenCortezMasto,C001113,D,NV
6711,166874,2017-09-26 15:12:00,"Does your #DACA expire March 5, 2018? If so, you must renew by 10/5/17. My office has helpful resources to do so:  ",https://twitter.com/SenCortezMasto/status/912696391016894466,3,32,27,SenCortezMasto,C001113,D,NV
6712,166875,2017-09-26 14:24:00,"What does #GrahamCassidy's #Trumpcare do? None of these things. If you want to protect your healthcare, tell your säó_  ",https://twitter.com/SenCortezMasto/status/912684295826870272,6,11,20,SenCortezMasto,C001113,D,NV
6713,166876,2017-09-25 21:40:00,Follow along LIVE at 6:00pm ET/3:00pm PT while I discuss how reckless #GrahamCassidy's #Trumpcare would be for NV:  ,https://twitter.com/SenCortezMasto/status/912431526465474560,3,10,11,SenCortezMasto,C001113,D,NV
6714,166877,2017-09-25 20:00:00,"Kari's an RN who works at a hospital in Las Vegas. She says if the #ACA's repealed, her emergency rooms will be oveäó_  ",https://twitter.com/SenCortezMasto/status/912406385194946563,7,26,47,SenCortezMasto,C001113,D,NV
6715,166878,2017-09-25 18:19:00,"Victoria, a @PPFA organizer in NV worries that if #GrahamCassidy passes, the 18,000 patients they see every year woäó_  ",https://twitter.com/SenCortezMasto/status/912380980291399680,1,14,14,SenCortezMasto,C001113,D,NV
6716,166879,2017-09-25 18:16:00,  @RonWyden: The one & ; only hearing on the #Trumpcare bill GOP is trying to jam thru by 9/30 starts shortly. WATCH LIVE:  ,https://twitter.com/SenCortezMasto/status/912380230945460224,17,97,110,SenCortezMasto,C001113,D,NV
6717,166880,2017-09-25 17:07:00,#GrahamCassidy eliminarí_a o debilitarí_a las protecciones para míçs de 1 millí_n de nevadenses con condiciones pre-existentes.,https://twitter.com/SenCortezMasto/status/912362824483164163,2,26,20,SenCortezMasto,C001113,D,NV
6718,166881,2017-09-25 15:26:00,"Reverend Hansen from Las Vegas, NV is right. #GrahamCassidy would decimate the progress we have made.äó_  ",https://twitter.com/SenCortezMasto/status/912337550441893893,27,75,168,SenCortezMasto,C001113,D,NV
6719,166882,2017-09-25 14:21:00,"#GrahamCassidy is not about Republicans and Democrats, it's about life and death. @SenateGOP, stop playing politics with healthcare.",https://twitter.com/SenCortezMasto/status/912321108749242368,20,117,253,SenCortezMasto,C001113,D,NV
6720,166883,2017-09-25 00:22:00,"#GrahamCassidy is not about Republicans and Democrats, it's about life and death. Stop playing politics with healthcare.",https://twitter.com/SenCortezMasto/status/912109900263804928,9,62,124,SenCortezMasto,C001113,D,NV
6721,166884,2017-09-24 23:35:00,"#GrahamCassidy would bring chaos, instability, & ; suffering to NV if it passes. We need to stop @SenateGOP from moving forward with this.",https://twitter.com/SenCortezMasto/status/912098071135256576,2,30,58,SenCortezMasto,C001113,D,NV
6722,166885,2017-09-24 22:30:00,"#GrahamCassidy disproportionately affects our most vulnerable. Time to stop playing politics at the expense of children, seniors & ; the poor.",https://twitter.com/SenCortezMasto/status/912081716000575490,1,15,36,SenCortezMasto,C001113,D,NV
6723,166886,2017-09-24 21:25:00,"American families are hurting. We need less partisanship, more cooperation to lower healthcare costs. Vote no on #GrahamCassidy.",https://twitter.com/SenCortezMasto/status/912065358885818368,4,22,58,SenCortezMasto,C001113,D,NV
6724,166887,2017-09-24 20:20:00,"Nevadans deserve better than a bill that will deprive them of care they need. Let's work to expand access, not diminish it. #GrahamCassidy",https://twitter.com/SenCortezMasto/status/912048996788703233,5,19,47,SenCortezMasto,C001113,D,NV
6725,166888,2017-09-24 19:15:00,".@SenateGOP is wasting time on #GrahamCassidy. Instead, we need to work together to stabilize markets to help as many people as possible.",https://twitter.com/SenCortezMasto/status/912032640060002310,20,113,278,SenCortezMasto,C001113,D,NV
6726,166889,2017-09-24 18:05:00,"Pastor Johnson of Boulder City, NV, is concerned her son would be denied coverage b/c of his seizure disorder ifäó_  ",https://twitter.com/SenCortezMasto/status/912015144871448576,8,20,34,SenCortezMasto,C001113,D,NV
6727,166890,2017-09-24 17:07:00,"No CBO score, no vote. @SenateGOP, stop trying to pass this bill without bipartisan support, transparency. #GrahamCassidyNO",https://twitter.com/SenCortezMasto/status/912000429944213504,15,180,382,SenCortezMasto,C001113,D,NV
6728,166891,2017-09-24 15:58:00,#GrahamCassidy does nothing to help Nevadans. It was written to satisfy the bad hombre sitting in the White House.,https://twitter.com/SenCortezMasto/status/911983067526336512,8,28,91,SenCortezMasto,C001113,D,NV
6729,166892,2017-09-24 14:55:00,"#GrahamCassidy would restrict access to maternity care, raise prescription drug prices, & ; deny mental health treatment services to Nevadans.",https://twitter.com/SenCortezMasto/status/911967211425804289,19,153,223,SenCortezMasto,C001113,D,NV
6730,166893,2017-09-24 13:44:00,#GrahamCassidy shows how low @SenateGOP is willing to go to repeal the #ACA. Stop playing political games & ; do your jobs.,https://twitter.com/SenCortezMasto/status/911949521042763776,9,102,211,SenCortezMasto,C001113,D,NV
6731,166894,2017-09-24 01:20:00,"A vote for #GrahamCassidy is nothing less than a vote to take away lifesaving, affordable health care from thousands of Nevadans.",https://twitter.com/SenCortezMasto/status/911762108446072832,8,34,96,SenCortezMasto,C001113,D,NV
6732,166895,2017-09-24 00:05:00,Having healthcare brings peace of mind. Ripping it away from people is simply cruel. Tell your reps #GrahamCassidyNO! We're down to the wire,https://twitter.com/SenCortezMasto/status/911743236443484160,13,41,84,SenCortezMasto,C001113,D,NV
6733,166896,2017-09-23 22:41:00,"Bishop Edwards in NV says #GrahamCassidy has no winners. He says it's not only bad public policy, but it's even woräó_  ",https://twitter.com/SenCortezMasto/status/911722260855222273,6,32,64,SenCortezMasto,C001113,D,NV
6734,166897,2017-09-23 21:15:00,"Just when you thought #Trumpcare couldnäó»t get any worse, it does in the form of #GrahamCassidy. Tell your representatives: Enough is enough.",https://twitter.com/SenCortezMasto/status/911700450650464256,4,19,53,SenCortezMasto,C001113,D,NV
6735,166898,2017-09-23 20:12:00,Eric from NNV tells us how #GrahamCassidy would throw rural NV to the curb. We need to end this assault on hardworkäó_  ,https://twitter.com/SenCortezMasto/status/911684740398411776,4,19,33,SenCortezMasto,C001113,D,NV
6736,166899,2017-09-23 19:17:00,Voting for #GrahamCassidy w/o @USCBO review is careless & ; irresponsible. What is @SenateGOP trying to hide in their bill? Tell your reps NO!,https://twitter.com/SenCortezMasto/status/911670760615297024,3,14,37,SenCortezMasto,C001113,D,NV
6737,166900,2017-09-23 18:10:00,Shaun of NNV has seen firsthand how the #ACA provided healthcare for thousands of Nevadans who would not otherwiseäó_  ,https://twitter.com/SenCortezMasto/status/911653997978808320,1,11,18,SenCortezMasto,C001113,D,NV
6738,166901,2017-09-23 17:17:00,Did you know #GrahamCassidy would strip Nevada of as much as $2 billion in federal funds by 2027? Call your reps anäó_  ,https://twitter.com/SenCortezMasto/status/911640559717982208,9,69,65,SenCortezMasto,C001113,D,NV
6739,166902,2017-09-23 16:15:00,Nevada has too much to lose under #GrahamCassidy. We must defeat it for our state's well-being.  ,https://twitter.com/SenCortezMasto/status/911624954663325696,4,35,49,SenCortezMasto,C001113,D,NV
6740,166903,2017-09-23 15:30:00,"To secure a political win, @realDonaldTrump is putting the lives of tens of millions of Americans at risk. Stop #GrahamCassidy.",https://twitter.com/SenCortezMasto/status/911613631615320064,8,37,84,SenCortezMasto,C001113,D,NV
6741,166904,2017-09-23 14:45:00,".@realDonaldTrump, listen to the voices of Nevadans like Denise who depend on the #ACA. Donäó»t repeal protections weäó_  ",https://twitter.com/SenCortezMasto/status/911602315316080641,5,17,35,SenCortezMasto,C001113,D,NV
6742,166905,2017-09-23 14:30:00,"#GrahamCassidy will take away healthcare from 158,000 kids in my state. I'm going to fight to make sure it doesn't pass. Speak out!",https://twitter.com/SenCortezMasto/status/911598538227716096,24,145,372,SenCortezMasto,C001113,D,NV
6743,166906,2017-09-23 13:45:00,#GrahamCassidy is not dead. We must double down our efforts! Flood the phone lines & ; tell your Senator to vote NO: 202.224.3121,https://twitter.com/SenCortezMasto/status/911587205692497921,6,78,93,SenCortezMasto,C001113,D,NV
6744,166907,2017-09-23 13:09:00,"After battling cancer, Joe of NV credits #ACA & ; #Medicaid for saving his life. His warning if #GrahamCassidy passes:  ",https://twitter.com/SenCortezMasto/status/911578297858973698,12,57,87,SenCortezMasto,C001113,D,NV
6745,166908,2017-09-23 12:31:00,"Under #ACA, Nevada has more $$$ for maternal & ; mental health, substance abuse treatment, & ; lowered Rx costs. #GrahamCassidy takes us back.",https://twitter.com/SenCortezMasto/status/911568782874890241,15,80,201,SenCortezMasto,C001113,D,NV
6746,166909,2017-09-23 01:30:00,Dems in Congress have tried to work with Republicans to fix #ACA. #GrahamCassidy does nothing but create more problems and harm Nevadans.,https://twitter.com/SenCortezMasto/status/911402240203571201,7,20,64,SenCortezMasto,C001113,D,NV
6747,166910,2017-09-23 00:15:00,"#GrahamCassidy allows Nevadans w/ preexisting conditions to be discriminated against, raises health costs, & ; lowers quality. RT & ; speak out!",https://twitter.com/SenCortezMasto/status/911383361733763072,9,26,68,SenCortezMasto,C001113,D,NV
6748,166911,2017-09-23 00:00:00,.@realDonaldTrump gutting c us sexual assault protections will go down as one of the great civil rights crisis ofäó_  ,https://twitter.com/SenCortezMasto/status/911379588973867008,4,36,70,SenCortezMasto,C001113,D,NV
6749,166912,2017-09-22 20:53:00,"#GrahamCassidy is like the Hunger Games. The Capitol gets to pit seniors, kids, & ; the sick against each other.  ",https://twitter.com/SenCortezMasto/status/911332619194978309,3,26,50,SenCortezMasto,C001113,D,NV
6750,166913,2017-09-22 20:27:00,"If you donäó»t want to lose access to care, pls make your voices heard! The fight to protect our care is on. Tell youäó_  ",https://twitter.com/SenCortezMasto/status/911326093210202112,25,192,336,SenCortezMasto,C001113,D,NV
6751,166914,2017-09-22 19:31:00,".@SenJohnMcCain's doing the right thing, but the fight isn't over. #GrahamCassidy could still pass. Keep speaking oäó_  ",https://twitter.com/SenCortezMasto/status/911312092308938752,2,50,90,SenCortezMasto,C001113,D,NV
6752,166915,2017-09-22 19:26:00,"  @SenJeffMerkley: FACT: If #GrahamCassidy #TrumpCare bill becomes law, an estimated 243,000 Nevadans will lose health care. #KillTheBilläó_",https://twitter.com/SenCortezMasto/status/911310698277478400,23,272,261,SenCortezMasto,C001113,D,NV
6753,166916,2017-09-22 18:58:00,NV's fought hard for access to substance abuse treatment. #GrahamCassidy would reverse all progress in helping to fäó_  ,https://twitter.com/SenCortezMasto/status/911303586201645059,5,38,49,SenCortezMasto,C001113,D,NV
6754,166917,2017-09-22 18:24:00,#GrahamCassidy ends #Medicaid as we know it. This would devastate Nevada's rural hospitals & ; the communities that räó_  ,https://twitter.com/SenCortezMasto/status/911295274596933633,14,31,48,SenCortezMasto,C001113,D,NV
6755,166918,2017-09-22 16:49:00,NV's @lpackard's battling stage 4 cancer. @realDonaldTrump tried to silence her by blocking her. Not going to happeäó_  ,https://twitter.com/SenCortezMasto/status/911271347472490497,5,150,129,SenCortezMasto,C001113,D,NV
6756,166919,2017-09-22 15:43:00,.@GovSandoval is spot on. #GrahamCassidy's a false choice & ; pits NV's most vulnerable against one another. This biläó_  ,https://twitter.com/SenCortezMasto/status/911254697788477442,16,159,275,SenCortezMasto,C001113,D,NV
6757,166920,2017-09-22 01:20:00,"If you or someone you know has a pre-existing condition, you could be denied coverage under #GrahamCassidy. Tell your reps to vote NO!",https://twitter.com/SenCortezMasto/status/911037332647583745,11,75,110,SenCortezMasto,C001113,D,NV
6758,166921,2017-09-22 00:31:00,"In June & ; July, you called, wrote, tweeted at the GOP to demand they lay off your healthcare. We need your voices again! #GrahamCassidyNO",https://twitter.com/SenCortezMasto/status/911025000269930496,11,64,89,SenCortezMasto,C001113,D,NV
6759,166922,2017-09-21 23:45:00,"Since 5/5 when Republicans introduced their first version of #Trumpcare, my office has received 7,350 letters OPPOSING it. #KillTheBill",https://twitter.com/SenCortezMasto/status/911013423323869185,8,33,76,SenCortezMasto,C001113,D,NV
6760,166923,2017-09-21 23:12:00,89% of healthcare calls to my office since 5/5 have strongly opposed #Trumpcare. Call your reps & ; tell them to vote NO on #GrahamCassidy!,https://twitter.com/SenCortezMasto/status/911005119239639041,22,77,152,SenCortezMasto,C001113,D,NV
6761,166924,2017-09-21 22:28:00,.@SenateGOP's rushing to ram through #GrahamCassidy #Trumpcare NEXT WEEK. Why? B/c they don't want you to know that it could kill millions.,https://twitter.com/SenCortezMasto/status/910994045966491649,7,24,30,SenCortezMasto,C001113,D,NV
6762,166925,2017-09-21 22:07:00,.@jimmykimmel knows #GrahamCassidy's version of #Trumpcare would be catastrophic. RT if you're with Jimmy.  ,https://twitter.com/SenCortezMasto/status/910988976466604034,1,27,32,SenCortezMasto,C001113,D,NV
6763,166926,2017-09-21 19:23:00,NVäó»s @lpackard is battling stage 4 cancer. #GrahamCassidy could take her care & ; life. @realDonaldTrump won't listenäó_  ,https://twitter.com/SenCortezMasto/status/910947723372826625,16,264,215,SenCortezMasto,C001113,D,NV
6764,166927,2017-09-21 17:37:00,".@GovSandoval signed #Medicaid expansion into law, granting 328,000 Nevadans healthcare coverage. #GrahamCassidy woäó_  ",https://twitter.com/SenCortezMasto/status/910921013633970181,8,58,60,SenCortezMasto,C001113,D,NV
6765,166928,2017-09-21 16:20:00,Coverage from #MexicoCityearthquake & ; #HurricaneMaria is devastating. Praying for our neighbors in Mexico & ; the Caribbean during this time.,https://twitter.com/SenCortezMasto/status/910901637895659520,0,9,26,SenCortezMasto,C001113,D,NV
6766,166929,2017-09-21 15:29:00,.@realDonaldTrump look @lpackard & ; tell her that. You canäó»t. You blocked her. #GrahamCassidy will deny her & ; millioäó_  ,https://twitter.com/SenCortezMasto/status/910888825295077376,8,106,189,SenCortezMasto,C001113,D,NV
6767,166930,2017-09-21 14:44:00,".@BCBSAssociation says #GrahamCassidy ""would increase uncertainty in the marketplace."" They're right. Itäó»ll destroyäó_  ",https://twitter.com/SenCortezMasto/status/910877422781964289,3,19,25,SenCortezMasto,C001113,D,NV
6768,166931,2017-09-21 14:06:00,#GrahamCassidy ends #Medicaid as we know it. 2/3 of seniors in a nursing home rely on Medicaid. This bill would thräó_  ,https://twitter.com/SenCortezMasto/status/910867713429577730,9,115,113,SenCortezMasto,C001113,D,NV
6769,166932,2017-09-21 01:34:00,Shanah Tovah! Wishing all our Jewish friends in Nevada & ; across the country a very happy and blessed New Year. #RoshHashanah,https://twitter.com/SenCortezMasto/status/910678643243921408,3,18,52,SenCortezMasto,C001113,D,NV
6770,166933,2017-09-21 01:24:00,  @timkaine: RT if you want Republicans to stop their latest effort to repeal the ACA and take coverage from millions,https://twitter.com/SenCortezMasto/status/910676191039905792,344,21226,12552,SenCortezMasto,C001113,D,NV
6771,166934,2017-09-21 01:20:00,  @SenatorDurbin: Retweet to tell @SenateGOP you stand against their latest #TrumpCare,https://twitter.com/SenCortezMasto/status/910675143407448064,115,2970,1546,SenCortezMasto,C001113,D,NV
6772,166935,2017-09-21 00:00:00,"#GrahamCassidy ends #Medicaid as we know it. If passed, kids will suffer.  ",https://twitter.com/SenCortezMasto/status/910654810407419904,9,46,41,SenCortezMasto,C001113,D,NV
6773,166936,2017-09-20 23:20:00,"Less care, higher cost. Substance abuse, maternity, mental health & ; prescription coverage on the chopping blockäó_  ",https://twitter.com/SenCortezMasto/status/910644748167241728,5,46,39,SenCortezMasto,C001113,D,NV
6774,166937,2017-09-20 22:50:00,#GrahamCassidy fails the #JimmyKimmelTest.  ,https://twitter.com/SenCortezMasto/status/910637195664478208,3,14,21,SenCortezMasto,C001113,D,NV
6775,166938,2017-09-20 22:26:00,.@SenRonJohnson is right. We have more than enough information to know how dire #GrahamCassidy will be for Nevada fäó_  ,https://twitter.com/SenCortezMasto/status/910631252583223297,12,75,171,SenCortezMasto,C001113,D,NV
6776,166939,2017-09-20 22:16:00,#GrahamCassidy would eliminate #ACA tax credits that help nearly 64k Nevadans afford healthcare. This reckless billäó_  ,https://twitter.com/SenCortezMasto/status/910628824752238592,4,15,18,SenCortezMasto,C001113,D,NV
6777,166940,2017-09-20 21:15:00,The Senate will bring up the worst version of #Trumpcare for a vote next week. We NEED to stop it now.  ,https://twitter.com/SenCortezMasto/status/910613292338606080,6,40,45,SenCortezMasto,C001113,D,NV
6778,166941,2017-09-20 20:40:00,"If #GrahamCassidy passes, 243k Nevadans will lose lifesaving care. This bill is evil & ; if passed, people could die. This is not hyperbole.",https://twitter.com/SenCortezMasto/status/910604574846832646,10,71,115,SenCortezMasto,C001113,D,NV
6779,166942,2017-09-20 19:14:00,@SenateGOP is in a dead sprint to repeal #ACA w/ #GrahamCassidy in next 10 days. This is the most dangerous we've seen. Time is running out.,https://twitter.com/SenCortezMasto/status/910582877284454402,2,2,3,SenCortezMasto,C001113,D,NV
6780,166943,2017-09-20 18:12:00,"#GrahamCassidy is the most radical of any #Trumpcare bills we've seen. The gist: If this passes by 9/30, 32 millionäó_  ",https://twitter.com/SenCortezMasto/status/910567403502915584,12,45,37,SenCortezMasto,C001113,D,NV
6781,166944,2017-09-20 17:30:00,"As the #opioidcrisis surges #GrahamCassidy robs NV of Medicaid funds to treat substance abuse. Please, speak up now ",https://twitter.com/SenCortezMasto/status/910556782199738368,18,91,109,SenCortezMasto,C001113,D,NV
6782,166945,2017-09-20 17:02:00,The ugly reality: #GrahamCassidy is the worst of all #Trumpcare versions & ; we only have 10 days to kill it. We mustäó_  ,https://twitter.com/SenCortezMasto/status/910549684485156864,3,38,56,SenCortezMasto,C001113,D,NV
6783,166946,2017-09-20 15:21:00,The only way we'll improve upon what's not working w/ the #ACA is by working in a bipartisan fashion. Anything diffäó_  ,https://twitter.com/SenCortezMasto/status/910524435668586497,5,14,36,SenCortezMasto,C001113,D,NV
6784,166947,2017-09-20 02:51:00,"  @marceloclaure: I admire @sencortezmasto who broke barriers to become the first #Latina Senator, inspiring young Latinas everywhere! #Hiäó_",https://twitter.com/SenCortezMasto/status/910335693603446785,4,21,108,SenCortezMasto,C001113,D,NV
6785,166948,2017-09-20 01:00:00,Nevadans made their voices clear the last time the GOP tried to repeal the #ACA: They want to keep their healthcare!,https://twitter.com/SenCortezMasto/status/910307524976480256,16,37,115,SenCortezMasto,C001113,D,NV
6786,166949,2017-09-19 23:59:00,"Now that @SenateGOP has a deadline to repeal the #ACA, they're more hell-bent than ever. RT to tell them you want to keep your healthcare!",https://twitter.com/SenCortezMasto/status/910292331680747520,14,103,72,SenCortezMasto,C001113,D,NV
6787,166950,2017-09-19 23:31:00,Importante recurso para los nevadenses que tienen familia en Mí©xico y aí_n no saben de su paradero --&gt;  ,https://twitter.com/SenCortezMasto/status/910285334067507200,0,26,24,SenCortezMasto,C001113,D,NV
6788,166951,2017-09-19 23:30:00,Thinking of our Mexican friends and neighbors after this horrific earthquake. Sending my thoughts and prayers to thäó_  ,https://twitter.com/SenCortezMasto/status/910285067305541633,4,40,88,SenCortezMasto,C001113,D,NV
6789,166952,2017-09-19 23:18:00,Thanks @GovSandoval for standing up for Nevadans that rely on #Medicaid or have a pre-existing condition.äó_  ,https://twitter.com/SenCortezMasto/status/910281948047773697,11,104,172,SenCortezMasto,C001113,D,NV
6790,166953,2017-09-19 23:16:00,"If you have a pre-existing condition, #GrahamCassidy's version of #Trumpcare could deny you coverage or charge youäó_  ",https://twitter.com/SenCortezMasto/status/910281468231987202,2,65,54,SenCortezMasto,C001113,D,NV
6791,166954,2017-09-19 23:15:00,.@SenateGOP will force a vote on #Trumpcare before 9/30 w/o having a clear sense of its impact. This is the heightäó_  ,https://twitter.com/SenCortezMasto/status/910281197816860673,6,34,24,SenCortezMasto,C001113,D,NV
6792,166955,2017-09-19 19:30:00,Another @Equifax data breach revealed. I've called for a hearing in @SenateCommerce to get to the bottom of this. Cäó_  ,https://twitter.com/SenCortezMasto/status/910224519834554368,1,22,45,SenCortezMasto,C001113,D,NV
6793,166956,2017-09-19 18:55:00,.@realDonaldTrump's immoral #TransBan promotes discrimination in our military & ; is harming its readiness.  ,https://twitter.com/SenCortezMasto/status/910215894483308544,6,10,38,SenCortezMasto,C001113,D,NV
6794,166957,2017-09-19 17:54:00,Proud to announce $190 million for NV in the #NDAA. @SenDeanHeller & ; I worked to ensure our military facilities haväó_  ,https://twitter.com/SenCortezMasto/status/910200394202193921,2,2,11,SenCortezMasto,C001113,D,NV
6795,166958,2017-09-19 17:05:00,My amdts in #NDAA passage will strengthen our military & ; ensure our men and women in uniform have the resources theäó_  ,https://twitter.com/SenCortezMasto/status/910188159228620800,0,3,5,SenCortezMasto,C001113,D,NV
6796,166959,2017-09-19 16:20:00,#GrahamCassidy would end #Medicaid as we know it. #GOPs last ditch effort to repeal the #ACA is just as reckless asäó_  ,https://twitter.com/SenCortezMasto/status/910176658614886400,3,29,49,SenCortezMasto,C001113,D,NV
6797,166960,2017-09-18 22:59:00,To the brave men and women who've served in the @usairforce - thank you for your service & ; sacrifice. You inspire uäó_  ,https://twitter.com/SenCortezMasto/status/909914761609011200,0,5,16,SenCortezMasto,C001113,D,NV
