date,nextday_RET,headline,direction
2020-02-26,-0.058346,"ASTRONICS CORP - APART FROM MAX, BELIEVE WERE BETTER POSITIONED AS A CO AT END OF 2019 THAN AT THE BEGINNING.",down
2020-02-26,-0.058346,"UPDATE 3-In first public results, Branson's Virgin Galactic posts $73 mln quarterly loss.",down
2020-02-26,-0.058346,UPDATE 2-Travel-food group SSP tumbles as coronavirus hits sales.,down
2020-02-26,-0.058346,Moody's says ANA commitment for 12 Dreamliners a small boost for Boeing's commercial aircraft business.,down
2020-02-26,-0.058346,MOODY'S SAYS ANA COMMITMENT FOR 12 DREAMLINERS A SMALL BOOST FOR BOEING'S COMMERCIAL AIRCRAFT BUSINESS.,down
2020-02-26,-0.058346,"UPDATE 1-Belgian chemicals maker Solvay expects subdued earnings due to virus, 737 MAX suspension.",down
2020-02-26,-0.058346,UPDATE 2-Virgin Galactic's quarterly loss widens to $73 million .,down
2020-02-26,-0.058346,Transport Canada relieved over Boeing backing for 737 MAX simulator training.,down
2020-02-26,-0.058346,"ASTRONICS CORP - 737 MAX NEWS GREW WORSE IN DECEMBER, HURT OUR BOOKINGS & CAST A SHADOW OVER NEAR-TERM EXPECTATIONS.",down
2020-02-26,-0.058346,"ASTRONICS CORP - EXPECT Q1 WILL BE LIGHTEST QUARTER OF 2020, RESULTS WILL STRENGTHEN THROUGHOUT YEAR.",down
2020-02-26,-0.058346,COMAIR - CONTRIBUTED $45 MILLION ($26 MLN IN CASH AND $19 MLN FUNDED) IN PREDELIVERY DEPOSITS TOWARDS THE 737 MAX 8 ORDER.,down
2020-02-26,-0.058346,ASTRONICS CORP <ATRO.O> Q1 REV VIEW $174.3 MLN -- REFINITIV IBES DATA.,down
2020-02-26,-0.058346,BRIEF-Moody's Says ANA Commitment For 12 Dreamliners Modestly Credit Positive For Boeing,down
2020-02-26,-0.058346,PRESS DIGEST- Canada- Feb. 26.,down
2020-02-26,-0.058346,MOODY'S SAYS COMMITMENT BY ALL NIPPON AIRWAYS CO LTD FOR 12 BOEING 787 FAMILY AIRCRAFT MODESTLY CREDIT POSITIVE FOR THE BOEING COMPANY.,down
2020-02-26,-0.058346,BRIEF-Comair Ltd Posts Headline Loss Per Share Of 121.2 Cents In HY.,down
2020-02-26,-0.058346,"COMAIR - UNCERTAINTY SURROUNDING RE-CERTIFICATION, PRESCRIBED RETURN-TO-SERVICE OF 737 MAX 8 HAS LED CO TO ACCELERATE COMPENSATION TALKS.",down
2020-02-26,-0.058346,China Eastern unveils OTT Airlines to operate Chinese-made jets.,down
2020-02-27,-0.04396,"SAFRAN <SAF.PA> SHARES FALL 2.3 PERCENT, SAFRAN WARNS OF FLAT-TO-LOWER 2020 REVENUE.",down
2020-02-27,-0.04396,"SAFRAN SAYS WILL CUT COSTS, FREEZE HIRING AND REDUCE R&D AND CAPEX TO ADAPT TO THE BOEING 737 MAX SITUATION.",down
2020-02-27,-0.04396,Canada mulling made-in-Ottawa supplement to Boeing's 737 MAX flight manual .,down
2020-02-27,-0.04396,BUZZ-Safran: Seen down on 2020 revenue warning .,down
2020-02-27,-0.04396,"SAFRAN <SAF.PA> SEES ADJUSTED REVENUE DOWN BY 0% TO 5% IN 2020, RECURRING OPERATING INCOME UP 5%.",down
2020-02-27,-0.04396,UPDATE 2-Safran braces for 737 MAX fallout after beating 2019 forecasts.,down
2020-02-27,-0.04396,SAFRAN SAYS TO UPDATE MEDIUM-TERM AMBITIONS AFTER THE 737 MAX RETURNS TO SERVICE.,down
2020-02-27,-0.04396,"SAFRAN <SAF.PA> 2019 REVENUE 24.640 BLN EUROS, UP 9.3% ON ORGANIC BASIS.",down
2020-02-27,-0.04396,France's Safran braces for 737 MAX fallout after beating 2019 forecasts .,down
2020-02-27,-0.04396,BOEING APPOINTS DONIZ AS CHIEF INFORMATION OFFICER.,down
2020-02-27,-0.04396,SAFRAN 2019 CIVIL AFTERMARKET REVENUES UP 9.9% IN DOLLAR TERMS.,down
2020-02-27,-0.04396,UPDATE 1-Safran braces for 737 MAX fallout after beating 2019 forecasts.,down
2020-02-27,-0.04396,BRIEF-Boeing Appoints Doniz As Chief Information Officer.,down
2020-02-27,-0.04396,"SAFRAN <SAF.PA> SAYS ASSUMES 1,400 LEAP DELIVERIES IN 2020.",down
2020-02-27,-0.04396,SAFRAN <SAF.PA> 2019 CIVIL AFTERMARKET REVENUES UP 9.9% IN DOLLAR TERMS.,down
2020-02-27,-0.04396,"SAFRAN SAYS ASSUMES 1,400 LEAP DELIVERIES IN 2020.",down
2020-02-27,-0.04396,SAFRAN <SAF.PA> SAYS TO UPDATE MEDIUM-TERM AMBITIONS AFTER THE 737 MAX RETURNS TO SERVICE.,down
2020-02-27,-0.04396,"BOEING - DONIZ WILL SUCCEED VISHWA UDDANWADIKER, WHO HAS SERVED IN AN INTERIM CAPACITY SINCE OCTOBER 2019.",down
2020-02-27,-0.04396,NYSE ORDER IMBALANCE <BA.N> 81015.0 SHARES ON SELL SIDE,down
2020-02-27,-0.04396,"SAFRAN <SAF.PA> 2019 RECURRING OPERATING INCOME 3.82 BLN EUROS, UP 24.6% ON ORGANIC BASIS.",down
2020-02-27,-0.04396,Safran in talks on Airbus A320neo production increase -CEO.,down
2020-02-27,-0.04396,"SAFRAN <SAF.PA> SAYS WILL CUT COSTS, FREEZE HIRING AND REDUCE R&D AND CAPEX TO ADAPT TO THE BOEING 737 MAX SITUATION.",down
2020-02-27,-0.04396,BOEING - SUSAN DONIZ JOINS BOEING FROM QANTAS GROUP.,down
2020-02-27,-0.04396,"SAFRAN 2019 RECURRING OPERATING INCOME 3.82 BLN EUROS, UP 24.6% ON ORGANIC BASIS.",down
2020-02-27,-0.04396,Safran targets 300 mln euros of belt-tightening over Boeing 737 .,down
2020-02-27,-0.04396,"BOEING - NAMED SUSAN DONIZ AS CO'S CHIEF INFORMATION OFFICER AND SENIOR VICE PRESIDENT OF INFORMATION TECHNOLOGY & DATA ANALYTICS, EFFECTIVE IN MAY.",down
2020-02-27,-0.04396,"SAFRAN SEES ADJUSTED REVENUE DOWN BY 0% TO 5% IN 2020, RECURRING OPERATING INCOME UP 5%.",down
2020-02-27,-0.04396,UPDATE 3-Safran braces for 737 MAX fallout after beating 2019 forecasts.,down
2020-02-28,0.05147,SPIRIT AEROSYSTEMS CEO SAYS DELIVERIES OF 216 737 MAX SHIPSETS TO BOEING IN 2020 COULD CHANGE IF AIRCRAFT RECERTIFICATION IS DELAYED BEYOND MID YEAR- CONF CALL.,up
2020-02-28,0.05147,"SPIRIT AEROSYSTEMS, ON ACCOUNTING REVIEW, SAYS CO VIEWS LIABILITY DIFFERENCE AS IMMATERIAL AND NO RESTATEMENT OF FINANCIAL STATEMENTS IS REQUIRED.",up
2020-02-28,0.05147,"SPIRIT AEROSYSTEMS - BACKLOG AT END OF Q4 WAS ABOUT $43 BLN, WITH WORK PACKAGES ON ALL COMMERCIAL PLATFORMS IN BOEING, AIRBUS BACKLOG.",up
2020-02-28,0.05147,"SPIRIT AEROSYSTEMS CEO SAYS RIGHT NOW THE PLAN IS TO RESTART 737 MAX PRODUCTION, EVEN IN ADVANCE OF THE RECERTIFICATION PLANS THAT BOEING HAS ALREADY ANNOUNCED - CONF CALL.",up
2020-02-28,0.05147,BRIEF-Spirit Aerosystems Reports Q4 Adjusted Earnings Per Share $0.79.,up
2020-02-28,0.05147,SPIRIT AEROSYSTEMS CEO SAYS FORMED A JOINT TASK FORCE WITH BOEING TO REVIEW THE HEALTH OF THE SUPPLY CHAIN - CONF CALL.,up
2020-02-28,0.05147,BRIEF-Spirit AeroSystems To Restart 737 MAX Production In March - Conf Call,up
2020-02-28,0.05147,BREAKINGVIEWS-Rolls-Royce takeoff requires disbelief suspension.,up
2020-02-28,0.05147,"SPIRIT AEROSYSTEMS CEO SAYS ""WE WILL MAKE SURE THAT WE HELP ALL THE SUPPLIERS GET THROUGH THIS VERY CHALLENGING SITUATION"" - CONF CALL.",up
2020-02-28,0.05147,SPIRIT AEROSYSTEMS CEO SAYS GOING THROUGH SUPPLIER PROBLEMS AND DEVELOPING A CUSTOMIZED SOLUTION FOR EACH OF THE SUPPLIERS - CONF CALL.,up
2020-03-02,-0.0299029999999999,SENIOR PLC - MARGINS IN BOTH DIVISIONS IN 2020 ARE LIKELY TO BE LOWER THAN THOSE ACHIEVED IN 2019.,down
2020-03-02,-0.0299029999999999,UK wants retaliatory tariffs removed early on in U.S. trade talks - Truss.,down
2020-03-02,-0.0299029999999999,UPDATE 2-Boeing supplier Senior confident it will ride out MAX crisis.,down
2020-03-02,-0.0299029999999999,SENIOR PLC - EXPECT FLEXONICS REVENUE TO BE LOWER IN 2020 COMPARED TO 2019.,down
2020-03-02,-0.0299029999999999,SENIOR - IMPACT OF ANTICIPATED 2020 SALES REDUCTION IN BOTH DIVISIONS WILL ONLY BE PARTIALLY MITIGATED BY SAVINGS FROM RESTRUCTURING PROGRAMME.,down
2020-03-02,-0.0299029999999999,SENIOR CEO SAYS EXPECTS TO RESTART MANUFACTURING OF BOEING'S 737 MAX PARTS IN Q2.,down
2020-03-02,-0.0299029999999999,UK TRADE MINISTER TRUSS SAYS WANTS TO SEE URGENT SETTLEMENT OF THE AIRBUS/BOEING DISPUTE TO REMOVE RETALIATORY TARIFFS IN EARLY PART OF NEGOTIATIONS.,down
2020-03-02,-0.0299029999999999,"India's Vistara considering a bid for Air India, chairman says.",down
2020-03-02,-0.0299029999999999,SENIOR PLC - OUTLOOK FOR AEROSPACE DIVISION REMAINS CONSISTENT WITH POSITION SET OUT IN MARKET UPDATE OF 31 JANUARY 2020.,down
2020-03-02,-0.0299029999999999,SENIOR PLC - CURRENT ECONOMIC FORECASTS SUGGEST THAT FLEXONICS CYCLICAL END MARKETS WILL CONTINUE TO DECLINE IN 2020.,down
2020-03-02,-0.0299029999999999,SENIOR PLC - PERFORMANCE IN 2020 WILL BE WEIGHTED MORE TO SECOND HALF THAN NORMAL BECAUSE OF 737 MAX SITUATION.,down
2020-03-02,-0.0299029999999999,NYSE ORDER IMBALANCE <BA.N> 302049.0 SHARES ON SELL SIDE,down
2020-03-02,-0.0299029999999999,SENIOR - PERFORMANCE IN 2020 WILL CONTINUE TO BE AFFECTED BY 737 MAX SITUATION AND TAKING ALL NECESSARY ACTIONS TO MITIGATE IMPACT.,down
2020-03-02,-0.0299029999999999,UPDATE 1-Boeing supplier Senior predicts rough 2020 as MAX halt weighs.,down
2020-03-03,0.008909,Lufthansa CEO supports Boeing-Embraer tie-up.,up
2020-03-03,0.008909,"UPDATE 1-Ryanair CEO expects 10% coronavirus hit to bookings, Q1 earnings impact.",up
2020-03-03,0.008909,"IAG CEO, WHEN ASKED ABOUT A321 LONG RANGE JETS FOR AER LINGUS, SAYS DOES NOT KNOW WHEN THEY WILL COME BUT SAYS ""THE SOONER THE BETTER"".",up
2020-03-03,0.008909,"IAG <ICAG.L> CEO SAYS COMMITTED TO TAKING ALL OF THE AIRCRAFT ORDERED, SAYS CORONAVIRUS A TEMPORARY ISSUE.",up
2020-03-03,0.008909,BOEING SALES CHIEF SAYS AIRLINES ARE GENERALLY MORE INTERESTED IN CASH PRESERVATION FOR NOW.,up
2020-03-03,0.008909,RYANAIR CEO SAYS WOULD TALK TO EITHER AIRBUS OR BOEING IF THE PRICE WERE RIGHT.,up
2020-03-03,0.008909,"Airbus, Boeing execs say too early to gauge coronavirus impact on aircraft demand.",up
2020-03-03,0.008909,LUFTHANSA <LHAG.DE> CEO SAYS SUPPORTS PROPOSED BOEING <BA.N> TAKEOVER OF EMBRAER <EMBR3.SA> COMMERCIAL AIRCRAFT UNIT.,up
2020-03-03,0.008909,"AIR TRANSPORT SERVICES GROUP - SEES 2020 CAPEX, PRINCIPALLY TO PURCHASE & MODIFY BOEING 767 AIRCRAFT FOR FREIGHTER DEPLOYMENT, TO BE ABOUT $420 MLN.",up
2020-03-03,0.008909,British Airways-owner IAG says sticking with all aircraft orders.,up
2020-03-03,0.008909,AIR TRANSPORT SERVICES GROUP INC QTRLY REV $403.4 MLN VS $280.8 MLN.,up
2020-03-03,0.008909,RYANAIR <RYA.I> CEO  SAYS  AIRBUS LAST WEEK ASKED IF LAUDA INTERESTED IN MORE AIRCRAFT PRIOR TO 2025; RYANAIR SAID YES IF PRICE RIGHT.,up
2020-03-03,0.008909,NYSE ORDER IMBALANCE <BA.N> 230154.0 SHARES ON SELL SIDE,up
2020-03-03,0.008909,BUZZ-Quaker Chemical: Rises after Q4 sales beat .,up
2020-03-03,0.008909,AIR TRANSPORT SERVICES GROUP INC - 2020 PLAN INCLUDES COMMITMENTS TO LEASE 9 MORE BOEING 767 FREIGHTERS.,up
2020-03-04,-0.080355,FLYDUBAI - DETAILS OF INTERIM SETTLEMENT AGREEMENT WITH BOEING REMAIN CONFIDENTIAL.,down
2020-03-04,-0.080355,CORRECTED-UAE's flydubai reports full-year profit as Boeing compensation helps.,down
2020-03-04,-0.080355,FLYDUBAI - CONCLUDED AN INTERIM SETTLEMENT AGREEMENT WITH BOEING FOR CERTAIN COMPENSATION DUE TO FLYDUBAI IN RELATION TO GROUNDING OF BOEING 737 MAX.,down
2020-03-04,-0.080355,BRIEF-GE Sees Q1 Negative Impact Of Covid-19 To GE Industrial FCF Of About $300-$500 Mln.,down
2020-03-04,-0.080355,FLYDUBAI -   DISCUSSIONS ARE CONTINUING BETWEEN THE PARTIES REGARDING THE ONGOING IMPACT OF THE GROUNDING.,down
2020-03-04,-0.080355,Moody's assigns Aa3 and A3 ratings to Delta Air Lines' Series 2020-1 EETC.,down
2020-03-04,-0.080355,U.S. State Department approves possible $2.4 billion sale of 8 KC-46 jets to Israel -Pentagon.,down
2020-03-04,-0.080355,"GE -  GEтАЩS 2020 OUTLOOK ASSUMES THE 737 MAX RETURNS TO SERVICE IN MID-2020, IN LINE WITH BOEING.",down
2020-03-04,-0.080355,FLYDUBAI - SETTLEMENT AGREEMENT HAS CONTRIBUTED TOWARDS THIS YEARтАЩS RESULTS.,down
2020-03-04,-0.080355,Northrop Grumman pushes for Australia to hasten Triton drone buy as U.S. eyes pause.,down
2020-03-04,-0.080355,UAE's flydubai reports full-year profit as Boeing compensation helps.,down
2020-03-04,-0.080355,NYSE ORDER IMBALANCE <BA.N> 142282.0 SHARES ON BUY SIDE,down
2020-03-04,-0.080355,"FLYDUBAI -  SETTLEMENT AGREEMENT CONTRIBUTED TO 2019 RESULTS, BUT IN NO WAY CAN IT COMPENSATE FOR LOSS OF BUSINESS OPPORTUNITY OR MARKET SHARE EXPERIENCED BY AIRLINE.",down
2020-03-05,0.007528,BRIEF-Japan To Pick U.S. As Its Partner For Developing Successor To F-2 Fighter Jet - Nikkei.,up
2020-03-05,0.007528,UPDATE 1-U.S. senator's trade advice to EU: Keep calm and put agriculture on the table.,up
2020-03-05,0.007528,NYSE ORDER IMBALANCE <BA.N> 246114.0 SHARES ON SELL SIDE,up
2020-03-05,0.007528,GRASSLEY SAYS EXPECTS U.S. TO NEGOTIATE WITH EU ON AIRCRAFT SUBSIDIES ISSUE ONCE WTO RULES ON EU CASE AGAINST BOEING <BA.N>.,up
2020-03-05,0.007528,JAPAN OPTED AGAINST PICKING U.K. FOR F-2 FIGHTER JET PROJECT TO PUT WASHINGTON ALLIANCE FIRST - NIKKEI.,up
2020-03-05,0.007528,"BUZZ-Melrose gains on profit beat, dividend hike .",up
2020-03-05,0.007528,"BRIEF-Boeing Says Following Official Guidance, Travel Advisories For Coronavirus.",up
2020-03-05,0.007528,"JAPAN TO PICK U.S. AS ITS PARTNER FOR DEVELOPING SUCCESSOR TO F-2 FIGHTER JET, WHILE SHOULDERING MOST OF R&D COSTS - NIKKEI.",up
2020-03-05,0.007528,AN OFFICIAL DECISION BY JAPAN FOR DEVELOPING SUCCESSOR TO F-2 FIGHTER JET WILL MADE WITHIN THIS YEAR - NIKKEI.,up
2020-03-05,0.007528,GRASSLEY EXPECTS HIGHER U.S. TARIFFS IN WTO CASE OVER AIRCRAFT SUBSIDIES TO TAKE EFFECT ON MARCH 18 AS SCHEDULED.,up
2020-03-05,0.007528,BOEING <BA.N> - STATEMENT ON CORONAVIRUS.,up
2020-03-05,0.007528,"Moody's revises outlook of Birmingham Airport Authority, AL to positive; A3 rating affirmed and assigned to Series 2020 bonds.",up
2020-03-05,0.007528,BOEING <BA.N>: SUSQUEHANNA CUTS TARGET PRICE TO $360 FROM $390.,up
2020-03-05,0.007528,FAA ADMINISTRATOR SAYS HE THINKS CERTIFICATION FLIGHT FOR BOEING 737 MAX WILL BE CONDUCTED IN NEXT FEW WEEKS - AVIATION CONFERENCE.,up
2020-03-05,0.007528,"Coronavirus, politics and trade compound problems for Airbus A330neo .",up
2020-03-05,0.007528,GRASSLEY SAYS U.S. CONGRESS WILL BALK AT ANY U.S.-EU TRADE DEAL THAT IS NOT COMPREHENSIVE AND EXCLUDES AGRICULTURE.,up
2020-03-05,0.007528,"JAPAN DOES LOOK TO SHARE TECHNOLOGY WITH LONDON, WHICH IS WORKING ON ITS OWN NEXT-GENERATION FIGHTER - NIKKEI.",up
2020-03-05,0.007528,"UPDATE 5-United Airlines, JetBlue cut flights, spending as coronavirus hits demand.",up
2020-03-05,0.007528,U.S. SENATE FINANCE CHAIRMAN GRASSLEY SAYS EU OFFICIALS ARE 'OVERLY WORKED UP' ABOUT RISKS TO TRANSATLANTIC RELATIONSHIP; SEES U.S.-EUROPEAN TIES AS STRONG AS EVER.,up
2020-03-05,0.007528,U.S. senator's trade advice to EU: Keep calm and put agriculture on the table.,up
2020-03-05,0.007528,BOEING <BA.N> - FOLLOWING ALL OFFICIAL GOVERNMENT GUIDANCE AND TRAVEL ADVISORIES FOR VARIOUS REGIONS FOR CORONAVIRUS.,up
2020-03-05,0.007528,Airbus draws a blank in February after Boeing's order-free January.,up
2020-03-05,0.007528,GRASSLEY SAYS SEES CHANCE OF 'GETTING SOME RESULTS' IN TRADE TALKS WITH EU AS A RESULT OF NEW EU TRADE COMMISSIONER'S APPROACH.,up
2020-03-06,-0.1340299999999999,"RPT-Coronavirus, politics and trade compound problems for Airbus A330neo .",down
2020-03-06,-0.1340299999999999,"U.S. House panel faults FAA review of Boeing 737 MAX, plane design failures.",down
2020-03-06,-0.1340299999999999,"EXCLUSIVE -- U.S. HOUSE COMMITTEE REPORT SEEN BY REUTERS FINDS BOEING 737 MAX DESIGN ""MARRED BY TECHNICAL DESIGN FAILURES"".",down
2020-03-06,-0.1340299999999999,"INSTANT VIEW 2-US payrolls better than expected, as markets look to coronavirus impact.",down
2020-03-06,-0.1340299999999999,Moody's upgrades Spirit AeroSystems recently secured senior notes to Baa3.,down
2020-03-06,-0.1340299999999999,Boeing 737 MAX certification flight could come within 'a few weeks' -FAA administrator .,down
2020-03-06,-0.1340299999999999,"EXCLUSIVE-U.S. House panel faults FAA review of Boeing 737 MAX, plane design failures.",down
2020-03-06,-0.1340299999999999,"INSTANT VIEW-US payrolls better than expected, as markets look to coronavirus impact.",down
2020-03-06,-0.1340299999999999,"UPDATE 1-U.S. House panel faults FAA review of Boeing 737 MAX, plane design failures.",down
2020-03-06,-0.1340299999999999,MOODY'S UPGRADES SPIRIT AEROSYSTEMS RECENTLY SECURED SENIOR NOTES TO BAA3.,down
2020-03-06,-0.1340299999999999,NYSE ORDER IMBALANCE <BA.N> 150754.0 SHARES ON BUY SIDE,down
2020-03-06,-0.1340299999999999,"UPDATE 2-U.S. House panel faults FAA review of Boeing 737 MAX, plane design failures.",down
2020-03-06,-0.1340299999999999,EXCLUSIVE -- HOUSE REPORT SAYS BOEINGтАЩS RESPONSES TO SAFETY ISSUES RAISED IN THE 737 MAX HAVE CONSISTENTLY BEEN TOO LATE.,down
2020-03-06,-0.1340299999999999,"EXCLUSIVE -- U.S. HOUSE REPORT FOUND FEDERAL AVIATION ADMINISTRATION CERTIFICATION REVIEW OF BOEINGтАЩS 737 MAX ""GROSSLY INSUFFICIENT"".",down
2020-03-09,0.016904,ANALYSIS-Coronavirus to drive European airline industry shakeout.,up
2020-03-09,0.016904,FAA POISED TO REQUIRE ELECTRICAL WIRING FIXES BEFORE BOEING 737 MAX JETS CAN FLY AGAIN - WSJ .,up
2020-03-09,0.016904,UPDATE 3-Ethiopia Airlines crash report focuses on Boeing's faulty systems.,up
2020-03-09,0.016904,NYSE ORDER IMBALANCE <BA.N> 112766.0 SHARES ON SELL SIDE,up
2020-03-09,0.016904,UPDATE 1-Family honours dream of son lost in Ethiopia plane crash.,up
2020-03-09,0.016904,UPDATE 1-Ethiopia says faulty sensor reading preceded Boeing crash.,up
2020-03-09,0.016904,BOEING SHARES DOWN 9.2% PREMARKET AMID BROADER SELL-OFF; CO'S PROPOSAL TO AVOID MAX WIRING SHIFT DOES NOT WIN U.S. SUPPORT .,up
2020-03-09,0.016904,Ethiopia says faulty sensor reading preceded Boeing crash in 2019 .,up
2020-03-09,0.016904,UPDATE 2-Ethiopia says faulty sensor reading preceded Boeing crash.,up
2020-03-09,0.016904,BRIEF-FAA Poised To Require Electrical Wiring Fixes Before Boeing 737 Max Jets Can Fly Again - WSJ.,up
2020-03-09,0.016904,UPDATE 4-Ethiopia Airlines crash report focuses on Boeing's faulty systems.,up
2020-03-09,0.016904,Family honours dream of son lost in Ethiopia plane crash.,up
2020-03-09,0.016904,Boeing proposal to avoid MAX wiring shift does not win U.S. support.,up
2020-03-09,0.016904,"Moody's assigns Aaa to State of Washington's GO Bonds, Ser. R-2020C&D; outlook stable.",up
2020-03-09,0.016904,BOEING <BA.N>: UBS CUTS TARGET PRICE TO $284 FROM $333.,up
2020-03-09,0.016904,PRESS DIGEST- Wall Street Journal - March 9.,up
2020-03-09,0.016904,Boeing shares plunge as FAA rejects proposal on MAX wiring .,up
2020-03-09,0.016904,BREAKINGVIEWS-Boeing airworthiness takes new viral hits.,up
2020-03-09,0.016904,"BOEING SHARES HIT OVER 2-1/2 YR LOW, LAST DOWN 8.3%.",up
2020-03-10,-0.181507,BOEING - PLEASED SPEEA PROFESSIONAL UNIT EMPLOYEES HAVE RATIFIED AGREEMENT; PROFESSIONAL UNIT TO BE COVERED BY RATIFIED CONTRACT THAT EXPIRES IN 2026.,down
2020-03-10,-0.181507,"UPDATE 2-Boeing shares plunge on coronavirus, 737 MAX wiring bundle setback.",down
2020-03-10,-0.181507,REFILE-Boeing says employee tests positive for coronavirus.,down
2020-03-10,-0.181507,Father of 737 MAX crash victim stages protest on anniversary of Ethiopia crash.,down
2020-03-10,-0.181507,BOEING <BA.N> - BOEING STATEMENT ON EMPLOYEE DIAGNOSED WITH COVID-19.,down
2020-03-10,-0.181507,BOEING - PROVIDING FULL SUPPORT TO AN EMPLOYEE AT OUR EVERETT FACILITY WHO HAS TESTED POSITIVE FOR COVID-19.,down
2020-03-10,-0.181507,"BOEING <BA.N> - AS A PRECAUTION, ASKED ALL COWORKERS OF THE EMPLOYEE WHO WERE IN CLOSE CONTACT TO REMAIN HOME TO SELF-QUARANTINE AND SELF-MONITOR .",down
2020-03-10,-0.181507,Boeing's says employee tests positive for coronavirus.,down
2020-03-10,-0.181507,UNION SPEEA SAYS BOEING ENGINEERS AND TECHNICAL WORKERS SPLIT VOTES ON BOEING CONTRACT OFFERS - WEBSITE.,down
2020-03-10,-0.181507,NYSE ORDER IMBALANCE <BA.N> 139352.0 SHARES ON BUY SIDE,down
2020-03-10,-0.181507,UPDATE 2-Families mark first anniversary of Ethiopian 737 MAX crash.,down
2020-03-10,-0.181507,"UNION SPEEA SAYS BOEING ENGINEERS' NEW AGREEMENT TAKES EFFECT IMMEDIATELY AND RUNS UNTIL OCT. 6, 2026 - WEBSITE.",down
2020-03-10,-0.181507,BRIEF-Union SPEEA Says Boeing Engineers And Technical Workers Split Votes On Boeing Contract Offers.,down
2020-03-10,-0.181507,UNION SPEEA SAYS BOEING ENGINEERS VOTE TO ACCEPT NEW CONTRACT WITH BOEING AND TECHNICAL WORKERS VOTE TO REJECT - WEBSITE.,down
2020-03-10,-0.181507,"UNION SPEEA SAYS BOEING TECHNICAL WORKERS REMAIN COVERED BY EXISTING CONTRACT WHICH REMAINS IN PLACE UNTIL OCT. 6, 2022 - WEBSITE.",down
2020-03-10,-0.181507,UPDATE 3-Families mark first anniversary of Ethiopian 737 MAX crash.,down
2020-03-10,-0.181507,BRIEF-BOC Aviation Says Unit To Purchase 22 Boeing 787-8 Aircraft .,down
2020-03-10,-0.181507,BOC AVIATION LTD - UNIT AGREED TO PURCHASE 22 BOEING 787-8 AIRCRAFT FROM BOEING COMPANY.,down
2020-03-10,-0.181507,"BOC AVIATION LTD - UNIT'S PURCHASE OF THE AIRCRAFT FROM BOEING CO UNDER AN AGREEMENT WITH BOEING CAPITAL CORP & AMERICAN AIRLINES, INC.",down
2020-03-10,-0.181507,BOC AVIATION LTD -  THE AIRCRAFT WERE PREVIOUSLY DUE TO BE PURCHASED BY BOEING CAPITAL CORP AND LEASED TO AMERICAN AIRLINES.,down
2020-03-10,-0.181507,"Union says engineers ratify, technical workers reject Boeing contract offers.",down
2020-03-10,-0.181507,"UPDATE 1-Boeing shares plunge on coronavirus, 737 MAX wiring bundle setback.",down
2020-03-10,-0.181507,BOEING - EMPLOYEE IS NOW IN QUARANTINE RECEIVING THE CARE AND TREATMENT NECESSARY FOR THEIR RECOVERY .,down
2020-03-10,-0.181507,Families to mark first anniversary of Ethiopian 737 MAX crash.,down
2020-03-10,-0.181507,UPDATE 1-Families mark first anniversary of Ethiopian 737 MAX crash.,down
2020-03-11,-0.181087,CATHAY PACIFIC AIRWAYS LTD - ALSO TOOK DELIVERY OF THREE USED BOEING 777-300 AIRCRAFT DURING YEAR.,down
2020-03-11,-0.181087,EXCLUSIVE - BOEING OFFICIAL SAYS NO PLANS AT THIS TIME FOR JOB CUTS BUT COMPANY CLOSELY MONITORING BUSINESS CONDITIONS.,down
2020-03-11,-0.181087,UPDATE 3-Boeing to draw down billions in loan cash as pressure builds.,down
2020-03-11,-0.181087,BOEING SHARES DOWN 8.7%; STOCK IS TOP PCT LOSER ON THE DOW .,down
2020-03-11,-0.181087,"CATHAY PACIFIC EXEC SAYS CARGO YIELDS UP DOUBLE-DIGITS IN SHORT TERM, TRYING TO INCREASE CAPACITY.",down
2020-03-11,-0.181087,Boeing plans full drawdown of $13.8 billion loan -Bbg News.,down
2020-03-11,-0.181087,FAA chief confirms agency did not approve Boeing wiring bundles proposal.,down
2020-03-11,-0.181087,"CATHAY PACIFIC CFO SAYS NO NEED FOR CASH CALL AT MOMENT, CAN'T RULE IT OUT IF SITUATION DETERIORATES.",down
2020-03-11,-0.181087,BOEING <BA.N>: JEFFERIES CUTS PRICE TARGET $350 FROM $390.,down
2020-03-11,-0.181087,"BOEING - ORDERS THROUGH FEB. 29, 2020 INCLUDED 10 787S ORDERS FROM UNIDENTIFIED CUSTOMERS AND ONE 767 FROM FEDEX.",down
2020-03-11,-0.181087,"Boeing scores widebody orders in Feb, MAX cancellations mount.",down
2020-03-11,-0.181087,FAA ADMINISTRATOR DICKSON CONFIRMS AGENCY DID NOT APPROVE BOEING 737 MAX WIRING BUNDLES COMPLIANCE PROPOSAL.,down
2020-03-11,-0.181087,UPDATE 2-Boeing plans full drawdown of $13.8 bln loan this week -source.,down
2020-03-11,-0.181087,"BOEING - ORDERS THROUGH FEB. 29, INCLUDED AIR LEASE CORP'S CONVERSION OF 9 MAX ORDERS INTO 3 787S, OMAN AIR'S CONVERSION OF 10 737 MAX ORDERS INTO 4 787S.",down
2020-03-11,-0.181087,"CATHAY PACIFIC EXEC SAYS CARGO CAPACITY DOWN 33% DUE TO PASSENGER FLIGHT CUTS, CARRYING SOME CARGO ON EMPTY PASSENGER FLIGHTS.",down
